"state","lga","intervention","intervention_mix_to_show","intervention_summary","plan","plan_description"
"Katsina","Dutsin Ma","vacc","Vaccine","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Dutsin Ma","lsm","LSM","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Dutsin Ma","itn_campaign","ITN Campaign","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Dutsin Ma","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Faskari","cm_public","CM","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Faskari","iptp","IPTp","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Faskari","smc","SMC","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Faskari","vacc","Vaccine","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Faskari","lsm","LSM","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Faskari","itn_campaign","ITN Campaign","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Faskari","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Funtua","cm_public","CM","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Funtua","iptp","IPTp","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Funtua","smc","SMC","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Funtua","vacc","Vaccine","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Funtua","lsm","LSM","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Funtua","itn_campaign","ITN Campaign","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Funtua","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Ingawa","cm_public","CM","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Ingawa","iptp","IPTp","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Ingawa","smc","SMC","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Ingawa","vacc","Vaccine","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Ingawa","lsm","LSM","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Ingawa","itn_campaign","ITN Campaign","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Ingawa","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Jibia","cm_public","CM","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Jibia","iptp","IPTp","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Jibia","smc","SMC","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Jibia","vacc","Vaccine","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Jibia","lsm","LSM","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Jibia","itn_campaign","ITN Campaign","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Jibia","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Kafur","cm_public","CM","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Kafur","iptp","IPTp","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Kafur","smc","SMC","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Kafur","vacc","Vaccine","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Kafur","lsm","LSM","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Kafur","itn_campaign","ITN Campaign","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Kafur","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Kaita","cm_public","CM","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Kaita","iptp","IPTp","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Kaita","smc","SMC","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Kaita","vacc","Vaccine","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Kaita","lsm","LSM","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Kaita","itn_campaign","ITN Campaign","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Kaita","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Kankara","cm_public","CM","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Kankara","iptp","IPTp","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Kankara","smc","SMC","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Kankara","vacc","Vaccine","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Kankara","lsm","LSM","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Kankara","itn_campaign","ITN Campaign","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Kankara","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Kankia","cm_public","CM","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Kankia","iptp","IPTp","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Kankia","smc","SMC","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Kankia","vacc","Vaccine","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Kankia","lsm","LSM","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Kankia","itn_campaign","ITN Campaign","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Kankia","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Katsina","cm_public","CM","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Katsina","iptp","IPTp","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Katsina","smc","SMC","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Katsina","vacc","Vaccine","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Katsina","lsm","LSM","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Katsina","itn_campaign","ITN Campaign","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Katsina","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Kurfi","cm_public","CM","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Kurfi","iptp","IPTp","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Kurfi","smc","SMC","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Kurfi","vacc","Vaccine","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Kurfi","lsm","LSM","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Kurfi","itn_campaign","ITN Campaign","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Kurfi","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Kusada","cm_public","CM","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Kusada","iptp","IPTp","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Kusada","smc","SMC","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Kusada","vacc","Vaccine","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Kusada","lsm","LSM","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Kusada","itn_campaign","ITN Campaign","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Kusada","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Mai'adua","cm_public","CM","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Mai'adua","iptp","IPTp","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Mai'adua","smc","SMC","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Mai'adua","vacc","Vaccine","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Mai'adua","lsm","LSM","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Mai'adua","itn_campaign","ITN Campaign","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Mai'adua","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Malumfashi","cm_public","CM","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Malumfashi","iptp","IPTp","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Malumfashi","smc","SMC","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Malumfashi","vacc","Vaccine","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Malumfashi","lsm","LSM","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Malumfashi","itn_campaign","ITN Campaign","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Malumfashi","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Mani","cm_public","CM","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Mani","iptp","IPTp","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Mani","smc","SMC","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Mani","vacc","Vaccine","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Mani","lsm","LSM","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Mani","itn_campaign","ITN Campaign","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Mani","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Mashi","cm_public","CM","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Mashi","iptp","IPTp","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Mashi","smc","SMC","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Mashi","vacc","Vaccine","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Mashi","lsm","LSM","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Mashi","itn_campaign","ITN Campaign","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Mashi","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Matazu","cm_public","CM","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Matazu","iptp","IPTp","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Matazu","smc","SMC","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Matazu","vacc","Vaccine","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Matazu","lsm","LSM","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Matazu","itn_campaign","ITN Campaign","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Matazu","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Musawa","cm_public","CM","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Musawa","iptp","IPTp","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Musawa","smc","SMC","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Musawa","vacc","Vaccine","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Musawa","lsm","LSM","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Musawa","itn_campaign","ITN Campaign","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Musawa","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Rimi","cm_public","CM","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Rimi","iptp","IPTp","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Rimi","smc","SMC","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Rimi","vacc","Vaccine","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Rimi","lsm","LSM","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Rimi","itn_campaign","ITN Campaign","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Rimi","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Sabuwa","cm_public","CM","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Sabuwa","iptp","IPTp","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Sabuwa","smc","SMC","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Sabuwa","vacc","Vaccine","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Sabuwa","lsm","LSM","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Sabuwa","itn_campaign","ITN Campaign","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Sabuwa","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Safana","cm_public","CM","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Safana","iptp","IPTp","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Safana","smc","SMC","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Safana","vacc","Vaccine","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Safana","lsm","LSM","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Safana","itn_campaign","ITN Campaign","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Safana","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Sandamu","cm_public","CM","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Sandamu","iptp","IPTp","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Sandamu","smc","SMC","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Sandamu","vacc","Vaccine","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Sandamu","lsm","LSM","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Sandamu","itn_campaign","ITN Campaign","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Sandamu","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Zango","cm_public","CM","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Zango","iptp","IPTp","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Zango","smc","SMC","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Zango","vacc","Vaccine","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Zango","lsm","LSM","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Zango","itn_campaign","ITN Campaign","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Katsina","Zango","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Kebbi","Aleiro","cm_public","CM","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Kebbi","Aleiro","iptp","IPTp","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Kebbi","Aleiro","smc","SMC","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Kebbi","Aleiro","vacc","Vaccine","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Kebbi","Aleiro","lsm","LSM","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Kebbi","Aleiro","itn_campaign","ITN Campaign","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Kebbi","Aleiro","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Kebbi","Arewa Dandi","cm_public","CM","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Kebbi","Arewa Dandi","iptp","IPTp","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Kebbi","Arewa Dandi","smc","SMC","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Kebbi","Arewa Dandi","vacc","Vaccine","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Kebbi","Arewa Dandi","lsm","LSM","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Kebbi","Arewa Dandi","itn_campaign","ITN Campaign","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Kebbi","Arewa Dandi","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Kebbi","Argungu","cm_public","CM","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Kebbi","Argungu","iptp","IPTp","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Kebbi","Argungu","smc","SMC","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Kebbi","Argungu","vacc","Vaccine","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Kebbi","Argungu","lsm","LSM","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Kebbi","Argungu","itn_campaign","ITN Campaign","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Kebbi","Argungu","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Kebbi","Augie","cm_public","CM","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Kebbi","Augie","iptp","IPTp","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Kebbi","Augie","smc","SMC","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Kebbi","Augie","vacc","Vaccine","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Kebbi","Augie","lsm","LSM","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Kebbi","Augie","itn_campaign","ITN Campaign","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Kebbi","Augie","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Kebbi","Bagudo","cm_public","CM","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Kebbi","Bagudo","iptp","IPTp","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Kebbi","Bagudo","smc","SMC","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Kebbi","Bagudo","vacc","Vaccine","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Kebbi","Bagudo","lsm","LSM","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Kebbi","Bagudo","itn_campaign","ITN Campaign","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Kebbi","Bagudo","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Kebbi","Birnin Kebbi","cm_public","CM","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Kebbi","Birnin Kebbi","iptp","IPTp","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Kebbi","Birnin Kebbi","smc","SMC","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Kebbi","Birnin Kebbi","vacc","Vaccine","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Kebbi","Birnin Kebbi","lsm","LSM","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Kebbi","Birnin Kebbi","itn_campaign","ITN Campaign","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Kebbi","Birnin Kebbi","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Kebbi","Bunza","cm_public","CM","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Kebbi","Bunza","iptp","IPTp","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Kebbi","Bunza","smc","SMC","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Kebbi","Bunza","vacc","Vaccine","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Kebbi","Bunza","lsm","LSM","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Kebbi","Bunza","itn_campaign","ITN Campaign","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Kebbi","Bunza","cm_private","CM_PRIVATE","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Kebbi","Dandi","cm_public","CM","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Kebbi","Dandi","iptp","IPTp","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Kebbi","Dandi","smc","SMC","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
"Kebbi","Dandi","vacc","Vaccine","CM + IPTp + SMC + Vaccine + LSM + ITN Campaign","plan 1","Removal of PMC"
