"state","lga","intervention","standardised_intervention","full_name","value","currency"
"Enugu","Enugu East","IPTp","iptp","IPTp SP Procurement",20892.5061828721,"USD"
"Enugu","Enugu East","ITN Routine Urban","itn_routine","ITN Routine Net Operational",35796629.1265349,"Naira"
"Enugu","Enugu East","ITN Routine Urban","itn_routine","ITN Routine Net Operational",22372.8932040843,"USD"
"Enugu","Enugu East","ITN Routine Urban","itn_routine","ITN Routine Net Procurement",143186516.50614,"Naira"
"Enugu","Enugu East","ITN Routine Urban","itn_routine","ITN Routine Net Procurement",89491.5728163375,"USD"
"Enugu","Enugu East","Malaria Vaccine","vacc","Malaria Vaccine Operational",20951248.891792,"Naira"
"Enugu","Enugu East","Malaria Vaccine","vacc","Malaria Vaccine Operational",13094.53055737,"USD"
"Enugu","Enugu East","Malaria Vaccine","vacc","Malaria Vaccine Procurement",357788662.332422,"Naira"
"Enugu","Enugu East","Malaria Vaccine","vacc","Malaria Vaccine Procurement",223617.913957764,"USD"
"Enugu","Enugu East","PMC","pmc","PMC Distribution",5053670.37679579,"Naira"
"Enugu","Enugu East","PMC","pmc","PMC Distribution",3158.54398549737,"USD"
"Enugu","Enugu East","PMC","pmc","PMC SP Procurement",145869336.127772,"Naira"
"Enugu","Enugu East","PMC","pmc","PMC SP Procurement",91168.3350798575,"USD"
"Enugu","Enugu East","Private Sector Case Management","cm_private","CM Private",651474948.883331,"Naira"
"Enugu","Enugu East","Private Sector Case Management","cm_private","CM Private",407171.843052082,"USD"
"Enugu","Enugu East","Public Sector Case Management","cm_public","CM AL Distribution",74565603.2866262,"Naira"
"Enugu","Enugu East","Public Sector Case Management","cm_public","CM AL Distribution",46603.5020541414,"USD"
"Enugu","Enugu East","Public Sector Case Management","cm_public","CM AL Procurement",298262413.146505,"Naira"
"Enugu","Enugu East","Public Sector Case Management","cm_public","CM AL Procurement",186414.008216566,"USD"
"Enugu","Enugu East","Public Sector Case Management","cm_public","CM IV Artesunate Distribution",11860390.4683523,"Naira"
"Enugu","Enugu East","Public Sector Case Management","cm_public","CM IV Artesunate Distribution",7412.74404272019,"USD"
"Enugu","Enugu East","Public Sector Case Management","cm_public","CM IV Artesunate Procurement",47441561.8734092,"Naira"
"Enugu","Enugu East","Public Sector Case Management","cm_public","CM IV Artesunate Procurement",29650.9761708807,"USD"
"Enugu","Enugu East","Public Sector Case Management","cm_public","CM RAS Distribution",208118.787004219,"Naira"
"Enugu","Enugu East","Public Sector Case Management","cm_public","CM RAS Distribution",130.074241877637,"USD"
"Enugu","Enugu East","Public Sector Case Management","cm_public","CM RAS Prcurement",832475.148016876,"Naira"
"Enugu","Enugu East","Public Sector Case Management","cm_public","CM RAS Prcurement",520.296967510547,"USD"
"Enugu","Enugu East","Public Sector Case Management","cm_public","CM RDT Kits Distribution",8885438.02219372,"Naira"
"Enugu","Enugu East","Public Sector Case Management","cm_public","CM RDT Kits Distribution",5553.39876387108,"USD"
"Enugu","Enugu East","Public Sector Case Management","cm_public","CM RDT Kits Procurement",35541752.0887749,"Naira"
"Enugu","Enugu East","Public Sector Case Management","cm_public","CM RDT Kits Procurement",22213.5950554843,"USD"
"Enugu","Enugu North","IPTp","iptp","IPTp SP Distribution",7302150.26341844,"Naira"
"Enugu","Enugu North","IPTp","iptp","IPTp SP Distribution",4563.84391463652,"USD"
"Enugu","Enugu North","IPTp","iptp","IPTp SP Procurement",29208601.0536738,"Naira"
"Enugu","Enugu North","IPTp","iptp","IPTp SP Procurement",18255.3756585461,"USD"
"Enugu","Enugu North","ITN Routine Urban","itn_routine","ITN Routine Net Operational",31278244.2802519,"Naira"
"Enugu","Enugu North","ITN Routine Urban","itn_routine","ITN Routine Net Operational",19548.9026751574,"USD"
"Enugu","Enugu North","ITN Routine Urban","itn_routine","ITN Routine Net Procurement",125112977.121008,"Naira"
"Enugu","Enugu North","ITN Routine Urban","itn_routine","ITN Routine Net Procurement",78195.61070063,"USD"
"Enugu","Enugu North","Malaria Vaccine","vacc","Malaria Vaccine Operational",18306703.6423288,"Naira"
"Enugu","Enugu North","Malaria Vaccine","vacc","Malaria Vaccine Operational",11441.6897764555,"USD"
"Enugu","Enugu North","Malaria Vaccine","vacc","Malaria Vaccine Procurement",312627234.860015,"Naira"
"Enugu","Enugu North","Malaria Vaccine","vacc","Malaria Vaccine Procurement",195392.021787509,"USD"
"Enugu","Enugu North","PMC","pmc","PMC Distribution",4415777.13919772,"Naira"
"Enugu","Enugu North","PMC","pmc","PMC Distribution",2759.86071199857,"USD"
"Enugu","Enugu North","PMC","pmc","PMC SP Procurement",127457161.183386,"Naira"
"Enugu","Enugu North","PMC","pmc","PMC SP Procurement",79660.7257396162,"USD"
"Enugu","Enugu North","Private Sector Case Management","cm_private","CM Private",569243336.337854,"Naira"
"Enugu","Enugu North","Private Sector Case Management","cm_private","CM Private",355777.085211159,"USD"
"Enugu","Enugu North","Public Sector Case Management","cm_public","CM AL Distribution",65153653.0509408,"Naira"
"Enugu","Enugu North","Public Sector Case Management","cm_public","CM AL Distribution",40721.033156838,"USD"
"Enugu","Enugu North","Public Sector Case Management","cm_public","CM AL Procurement",260614612.203763,"Naira"
"Enugu","Enugu North","Public Sector Case Management","cm_public","CM AL Procurement",162884.132627352,"USD"
"Enugu","Enugu North","Public Sector Case Management","cm_public","CM IV Artesunate Distribution",10363327.4802768,"Naira"
"Enugu","Enugu North","Public Sector Case Management","cm_public","CM IV Artesunate Distribution",6477.079675173,"USD"
"Enugu","Enugu North","Public Sector Case Management","cm_public","CM IV Artesunate Procurement",41453309.9211072,"Naira"
"Enugu","Enugu North","Public Sector Case Management","cm_public","CM IV Artesunate Procurement",25908.318700692,"USD"
"Enugu","Enugu North","Public Sector Case Management","cm_public","CM RAS Distribution",181849.252794653,"Naira"
"Enugu","Enugu North","Public Sector Case Management","cm_public","CM RAS Distribution",113.655782996658,"USD"
"Enugu","Enugu North","Public Sector Case Management","cm_public","CM RAS Prcurement",727397.011178614,"Naira"
"Enugu","Enugu North","Public Sector Case Management","cm_public","CM RAS Prcurement",454.623131986634,"USD"
"Enugu","Enugu North","Public Sector Case Management","cm_public","CM RDT Kits Distribution",7763884.69464016,"Naira"
"Enugu","Enugu North","Public Sector Case Management","cm_public","CM RDT Kits Distribution",4852.4279341501,"USD"
"Enugu","Enugu North","Public Sector Case Management","cm_public","CM RDT Kits Procurement",31055538.7785606,"Naira"
"Enugu","Enugu North","Public Sector Case Management","cm_public","CM RDT Kits Procurement",19409.7117366004,"USD"
"Enugu","Enugu South","IPTp","iptp","IPTp SP Distribution",5971997.27829058,"Naira"
"Enugu","Enugu South","IPTp","iptp","IPTp SP Distribution",3732.49829893161,"USD"
"Enugu","Enugu South","IPTp","iptp","IPTp SP Procurement",23887989.1131623,"Naira"
"Enugu","Enugu South","IPTp","iptp","IPTp SP Procurement",14929.9931957264,"USD"
"Enugu","Enugu South","ITN Routine Urban","itn_routine","ITN Routine Net Operational",25580628.0305066,"Naira"
"Enugu","Enugu South","ITN Routine Urban","itn_routine","ITN Routine Net Operational",15987.8925190666,"USD"
"Enugu","Enugu South","ITN Routine Urban","itn_routine","ITN Routine Net Procurement",102322512.122026,"Naira"
"Enugu","Enugu South","ITN Routine Urban","itn_routine","ITN Routine Net Procurement",63951.5700762662,"USD"
"Enugu","Enugu South","Malaria Vaccine","vacc","Malaria Vaccine Operational",14971971.3211269,"Naira"
"Enugu","Enugu South","Malaria Vaccine","vacc","Malaria Vaccine Operational",9357.48207570431,"USD"
"Enugu","Enugu South","Malaria Vaccine","vacc","Malaria Vaccine Procurement",255679344.898813,"Naira"
"Enugu","Enugu South","Malaria Vaccine","vacc","Malaria Vaccine Procurement",159799.590561758,"USD"
"Enugu","Enugu South","PMC","pmc","PMC Distribution",3611403.23131082,"Naira"
"Enugu","Enugu South","PMC","pmc","PMC Distribution",2257.12701956926,"USD"
"Enugu","Enugu South","PMC","pmc","PMC SP Procurement",104239681.76868,"Naira"
"Enugu","Enugu South","PMC","pmc","PMC SP Procurement",65149.801105425,"USD"
"Enugu","Enugu South","Private Sector Case Management","cm_private","CM Private",465550493.027413,"Naira"
"Enugu","Enugu South","Private Sector Case Management","cm_private","CM Private",290969.058142133,"USD"
"Enugu","Enugu South","Public Sector Case Management","cm_public","CM AL Distribution",53285323.4533076,"Naira"
"Enugu","Enugu South","Public Sector Case Management","cm_public","CM AL Distribution",33303.3271583172,"USD"
"Enugu","Enugu South","Public Sector Case Management","cm_public","CM AL Procurement",213141293.81323,"Naira"
"Enugu","Enugu South","Public Sector Case Management","cm_public","CM AL Procurement",133213.308633269,"USD"
"Enugu","Enugu South","Public Sector Case Management","cm_public","CM IV Artesunate Distribution",8475553.26494661,"Naira"
"Enugu","Enugu South","Public Sector Case Management","cm_public","CM IV Artesunate Distribution",5297.22079059163,"USD"
"Enugu","Enugu South","Public Sector Case Management","cm_public","CM IV Artesunate Procurement",33902213.0597865,"Naira"
"Enugu","Enugu South","Public Sector Case Management","cm_public","CM IV Artesunate Procurement",21188.8831623666,"USD"
"Enugu","Enugu South","Public Sector Case Management","cm_public","CM RAS Distribution",148723.75992992,"Naira"
"Enugu","Enugu South","Public Sector Case Management","cm_public","CM RAS Distribution",92.9523499562,"USD"
"Enugu","Enugu South","Public Sector Case Management","cm_public","CM RAS Prcurement",594895.03971968,"Naira"
"Enugu","Enugu South","Public Sector Case Management","cm_public","CM RAS Prcurement",371.8093998248,"USD"
"Enugu","Enugu South","Public Sector Case Management","cm_public","CM RDT Kits Distribution",6349622.58961336,"Naira"
"Enugu","Enugu South","Public Sector Case Management","cm_public","CM RDT Kits Distribution",3968.51411850835,"USD"
"Enugu","Enugu South","Public Sector Case Management","cm_public","CM RDT Kits Procurement",25398490.3584535,"Naira"
"Enugu","Enugu South","Public Sector Case Management","cm_public","CM RDT Kits Procurement",15874.0564740334,"USD"
"Enugu","Ezeagu","IPTp","iptp","IPTp SP Distribution",5144828.36949689,"Naira"
"Enugu","Ezeagu","IPTp","iptp","IPTp SP Distribution",3215.51773093556,"USD"
"Enugu","Ezeagu","IPTp","iptp","IPTp SP Procurement",20579313.4779875,"Naira"
"Enugu","Ezeagu","IPTp","iptp","IPTp SP Procurement",12862.0709237422,"USD"
"Enugu","Ezeagu","ITN Routine","itn_routine","ITN Routine Net Operational",22037508.5031132,"Naira"
"Enugu","Ezeagu","ITN Routine","itn_routine","ITN Routine Net Operational",13773.4428144457,"USD"
"Enugu","Ezeagu","ITN Routine","itn_routine","ITN Routine Net Procurement",88150034.0124527,"Naira"
"Enugu","Ezeagu","ITN Routine","itn_routine","ITN Routine Net Procurement",55093.7712577829,"USD"
"Enugu","Ezeagu","Malaria Vaccine","vacc","Malaria Vaccine Operational",12898234.7463956,"Naira"
"Enugu","Ezeagu","Malaria Vaccine","vacc","Malaria Vaccine Operational",8061.39671649725,"USD"
"Enugu","Ezeagu","Malaria Vaccine","vacc","Malaria Vaccine Procurement",220265731.183709,"Naira"
"Enugu","Ezeagu","Malaria Vaccine","vacc","Malaria Vaccine Procurement",137666.081989818,"USD"
"Enugu","Ezeagu","PMC","pmc","PMC Distribution",3111195.28900037,"Naira"
"Enugu","Ezeagu","PMC","pmc","PMC Distribution",1944.49705562523,"USD"
"Enugu","Ezeagu","PMC","pmc","PMC SP Procurement",89801660.4830639,"Naira"
"Enugu","Ezeagu","PMC","pmc","PMC SP Procurement",56126.0378019149,"USD"
"Enugu","Ezeagu","Private Sector Case Management","cm_private","CM Private",401068063.555162,"Naira"
"Enugu","Ezeagu","Private Sector Case Management","cm_private","CM Private",250667.539721976,"USD"
"Enugu","Ezeagu","Public Sector Case Management","cm_public","CM AL Distribution",45904884.2465088,"Naira"
"Enugu","Ezeagu","Public Sector Case Management","cm_public","CM AL Distribution",28690.552654068,"USD"
"Enugu","Ezeagu","Public Sector Case Management","cm_public","CM AL Procurement",183619536.986035,"Naira"
"Enugu","Ezeagu","Public Sector Case Management","cm_public","CM AL Procurement",114762.210616272,"USD"
"Enugu","Ezeagu","Public Sector Case Management","cm_public","CM IV Artesunate Distribution",7301622.02906443,"Naira"
"Enugu","Ezeagu","Public Sector Case Management","cm_public","CM IV Artesunate Distribution",4563.51376816527,"USD"
"Enugu","Ezeagu","Public Sector Case Management","cm_public","CM IV Artesunate Procurement",29206488.1162577,"Naira"
"Enugu","Ezeagu","Public Sector Case Management","cm_public","CM IV Artesunate Procurement",18254.0550726611,"USD"
"Enugu","Ezeagu","Public Sector Case Management","cm_public","CM RAS Distribution",128124.341597944,"Naira"
"Enugu","Ezeagu","Public Sector Case Management","cm_public","CM RAS Distribution",80.077713498715,"USD"
"Enugu","Ezeagu","Public Sector Case Management","cm_public","CM RAS Prcurement",512497.366391778,"Naira"
"Enugu","Ezeagu","Public Sector Case Management","cm_public","CM RAS Prcurement",320.310853994861,"USD"
"Enugu","Ezeagu","Public Sector Case Management","cm_public","CM RDT Kits Distribution",5470149.58519739,"Naira"
"Enugu","Ezeagu","Public Sector Case Management","cm_public","CM RDT Kits Distribution",3418.84349074837,"USD"
"Enugu","Ezeagu","Public Sector Case Management","cm_public","CM RDT Kits Procurement",21880598.3407895,"Naira"
"Enugu","Ezeagu","Public Sector Case Management","cm_public","CM RDT Kits Procurement",13675.3739629934,"USD"
"Enugu","Igbo Etiti","IPTp","iptp","IPTp SP Distribution",6282641.7396083,"Naira"
"Enugu","Igbo Etiti","IPTp","iptp","IPTp SP Distribution",3926.65108725519,"USD"
"Enugu","Igbo Etiti","IPTp","iptp","IPTp SP Procurement",25130566.9584332,"Naira"
"Enugu","Igbo Etiti","IPTp","iptp","IPTp SP Procurement",15706.6043490208,"USD"
"Enugu","Igbo Etiti","ITN Routine","itn_routine","ITN Routine Net Operational",26911251.6132722,"Naira"
"Enugu","Igbo Etiti","ITN Routine","itn_routine","ITN Routine Net Operational",16819.5322582951,"USD"
"Enugu","Igbo Etiti","ITN Routine","itn_routine","ITN Routine Net Procurement",107645006.453089,"Naira"
"Enugu","Igbo Etiti","ITN Routine","itn_routine","ITN Routine Net Procurement",67278.1290331806,"USD"
"Enugu","Igbo Etiti","Malaria Vaccine","vacc","Malaria Vaccine Operational",15750766.0440955,"Naira"
"Enugu","Igbo Etiti","Malaria Vaccine","vacc","Malaria Vaccine Operational",9844.22877755969,"USD"
"Enugu","Igbo Etiti","Malaria Vaccine","vacc","Malaria Vaccine Procurement",268978977.947021,"Naira"
"Enugu","Igbo Etiti","Malaria Vaccine","vacc","Malaria Vaccine Procurement",168111.861216888,"USD"
"Enugu","Igbo Etiti","PMC","pmc","PMC Distribution",3799257.0361794,"Naira"
"Enugu","Igbo Etiti","PMC","pmc","PMC Distribution",2374.53564761213,"USD"
"Enugu","Igbo Etiti","PMC","pmc","PMC SP Procurement",109661901.217553,"Naira"
"Enugu","Igbo Etiti","PMC","pmc","PMC SP Procurement",68538.6882609706,"USD"
"Enugu","Igbo Etiti","Private Sector Case Management","cm_private","CM Private",489766961.217784,"Naira"
"Enugu","Igbo Etiti","Private Sector Case Management","cm_private","CM Private",306104.350761115,"USD"
"Enugu","Igbo Etiti","Public Sector Case Management","cm_public","CM AL Distribution",56057057.9047726,"Naira"
"Enugu","Igbo Etiti","Public Sector Case Management","cm_public","CM AL Distribution",35035.6611904829,"USD"
"Enugu","Igbo Etiti","Public Sector Case Management","cm_public","CM AL Procurement",224228231.619091,"Naira"
"Enugu","Igbo Etiti","Public Sector Case Management","cm_public","CM AL Procurement",140142.644761932,"USD"
"Enugu","Igbo Etiti","Public Sector Case Management","cm_public","CM IV Artesunate Distribution",8916424.81187951,"Naira"
"Enugu","Igbo Etiti","Public Sector Case Management","cm_public","CM IV Artesunate Distribution",5572.76550742469,"USD"
"Enugu","Igbo Etiti","Public Sector Case Management","cm_public","CM IV Artesunate Procurement",35665699.247518,"Naira"
"Enugu","Igbo Etiti","Public Sector Case Management","cm_public","CM IV Artesunate Procurement",22291.0620296988,"USD"
"Enugu","Igbo Etiti","Public Sector Case Management","cm_public","CM RAS Distribution",156459.900811384,"Naira"
"Enugu","Igbo Etiti","Public Sector Case Management","cm_public","CM RAS Distribution",97.787438007115,"USD"
"Enugu","Igbo Etiti","Public Sector Case Management","cm_public","CM RAS Prcurement",625839.603245536,"Naira"
"Enugu","Igbo Etiti","Public Sector Case Management","cm_public","CM RAS Prcurement",391.14975202846,"USD"
"Enugu","Igbo Etiti","Public Sector Case Management","cm_public","CM RDT Kits Distribution",6679909.92850611,"Naira"
"Enugu","Igbo Etiti","Public Sector Case Management","cm_public","CM RDT Kits Distribution",4174.94370531632,"USD"
"Enugu","Igbo Etiti","Public Sector Case Management","cm_public","CM RDT Kits Procurement",26719639.7140244,"Naira"
"Enugu","Igbo Etiti","Public Sector Case Management","cm_public","CM RDT Kits Procurement",16699.7748212652,"USD"
"Enugu","Igbo Eze North","IPTp","iptp","IPTp SP Distribution",7805435.90703862,"Naira"
"Enugu","Igbo Eze North","IPTp","iptp","IPTp SP Distribution",4878.39744189914,"USD"
"Enugu","Igbo Eze North","IPTp","iptp","IPTp SP Procurement",31221743.6281545,"Naira"
"Enugu","Igbo Eze North","IPTp","iptp","IPTp SP Procurement",19513.5897675966,"USD"
"Enugu","Igbo Eze North","ITN Routine","itn_routine","ITN Routine Net Operational",33434032.7447482,"Naira"
"Enugu","Igbo Eze North","ITN Routine","itn_routine","ITN Routine Net Operational",20896.2704654676,"USD"
"Enugu","Igbo Eze North","ITN Routine","itn_routine","ITN Routine Net Procurement",133736130.978993,"Naira"
"Enugu","Igbo Eze North","ITN Routine","itn_routine","ITN Routine Net Procurement",83585.0818618706,"USD"
"Enugu","Igbo Eze North","Malaria Vaccine","vacc","Malaria Vaccine Operational",19568455.4267792,"Naira"
"Enugu","Igbo Eze North","Malaria Vaccine","vacc","Malaria Vaccine Operational",12230.284641737,"USD"
"Enugu","Igbo Eze North","Malaria Vaccine","vacc","Malaria Vaccine Procurement",334174422.117713,"Naira"
"Enugu","Igbo Eze North","Malaria Vaccine","vacc","Malaria Vaccine Procurement",208859.013823571,"USD"
"Enugu","Igbo Eze North","PMC","pmc","PMC Distribution",4720125.46940368,"Naira"
"Enugu","Igbo Eze North","PMC","pmc","PMC Distribution",2950.0784183773,"USD"
"Enugu","Igbo Eze North","PMC","pmc","PMC SP Procurement",136241883.092155,"Naira"
"Enugu","Igbo Eze North","PMC","pmc","PMC SP Procurement",85151.1769325969,"USD"
"Enugu","Igbo Eze North","Private Sector Case Management","cm_private","CM Private",608477259.027795,"Naira"
"Enugu","Igbo Eze North","Private Sector Case Management","cm_private","CM Private",380298.286892372,"USD"
"Enugu","Igbo Eze North","Public Sector Case Management","cm_public","CM AL Distribution",69644234.1848598,"Naira"
"Enugu","Igbo Eze North","Public Sector Case Management","cm_public","CM AL Distribution",43527.6463655374,"USD"
"Enugu","Igbo Eze North","Public Sector Case Management","cm_public","CM AL Procurement",278576936.739439,"Naira"
"Enugu","Igbo Eze North","Public Sector Case Management","cm_public","CM AL Procurement",174110.585462149,"USD"
"Enugu","Igbo Eze North","Public Sector Case Management","cm_public","CM IV Artesunate Distribution",11077598.4488005,"Naira"
"Enugu","Igbo Eze North","Public Sector Case Management","cm_public","CM IV Artesunate Distribution",6923.49903050031,"USD"
"Enugu","Igbo Eze North","Public Sector Case Management","cm_public","CM IV Artesunate Procurement",44310393.7952021,"Naira"
"Enugu","Igbo Eze North","Public Sector Case Management","cm_public","CM IV Artesunate Procurement",27693.9961220013,"USD"
"Enugu","Igbo Eze North","Public Sector Case Management","cm_public","CM RAS Distribution",194382.837414667,"Naira"
"Enugu","Igbo Eze North","Public Sector Case Management","cm_public","CM RAS Distribution",121.489273384167,"USD"
"Enugu","Igbo Eze North","Public Sector Case Management","cm_public","CM RAS Prcurement",777531.349658666,"Naira"
"Enugu","Igbo Eze North","Public Sector Case Management","cm_public","CM RAS Prcurement",485.957093536666,"USD"
"Enugu","Igbo Eze North","Public Sector Case Management","cm_public","CM RDT Kits Distribution",8298994.43144056,"Naira"
"Enugu","Igbo Eze North","Public Sector Case Management","cm_public","CM RDT Kits Distribution",5186.87151965035,"USD"
"Enugu","Igbo Eze North","Public Sector Case Management","cm_public","CM RDT Kits Procurement",33195977.7257623,"Naira"
"Enugu","Igbo Eze North","Public Sector Case Management","cm_public","CM RDT Kits Procurement",20747.4860786014,"USD"
"Enugu","Igbo Eze South","IPTp","iptp","IPTp SP Distribution",4444016.1535409,"Naira"
"Enugu","Igbo Eze South","IPTp","iptp","IPTp SP Distribution",2777.51009596306,"USD"
"Enugu","Igbo Eze South","IPTp","iptp","IPTp SP Procurement",17776064.6141636,"Naira"
"Enugu","Igbo Eze South","IPTp","iptp","IPTp SP Procurement",11110.0403838523,"USD"
"Enugu","Igbo Eze South","ITN Routine","itn_routine","ITN Routine Net Operational",19035628.9341498,"Naira"
"Enugu","Igbo Eze South","ITN Routine","itn_routine","ITN Routine Net Operational",11897.2680838436,"USD"
"Enugu","Igbo Eze South","ITN Routine","itn_routine","ITN Routine Net Procurement",76142515.7365993,"Naira"
"Enugu","Igbo Eze South","ITN Routine","itn_routine","ITN Routine Net Procurement",47589.0723353746,"USD"
"Enugu","Igbo Eze South","Malaria Vaccine","vacc","Malaria Vaccine Operational",11141278.085191,"Naira"
"Enugu","Igbo Eze South","Malaria Vaccine","vacc","Malaria Vaccine Operational",6963.29880324438,"USD"
"Enugu","Igbo Eze South","Malaria Vaccine","vacc","Malaria Vaccine Procurement",190261831.328617,"Naira"
"Enugu","Igbo Eze South","Malaria Vaccine","vacc","Malaria Vaccine Procurement",118913.644580386,"USD"
"Enugu","Igbo Eze South","PMC","pmc","PMC Distribution",2687398.1264588,"Naira"
"Enugu","Igbo Eze South","PMC","pmc","PMC Distribution",1679.62382903675,"USD"
"Enugu","Igbo Eze South","PMC","pmc","PMC SP Procurement",77569162.8835731,"Naira"
"Enugu","Igbo Eze South","PMC","pmc","PMC SP Procurement",48480.7268022332,"USD"
"Enugu","Igbo Eze South","Private Sector Case Management","cm_private","CM Private",346435842.967256,"Naira"
"Enugu","Igbo Eze South","Private Sector Case Management","cm_private","CM Private",216522.401854535,"USD"
"Enugu","Igbo Eze South","Public Sector Case Management","cm_public","CM AL Distribution",39651866.392165,"Naira"
"Enugu","Igbo Eze South","Public Sector Case Management","cm_public","CM AL Distribution",24782.4164951031,"USD"
"Enugu","Igbo Eze South","Public Sector Case Management","cm_public","CM AL Procurement",158607465.56866,"Naira"
"Enugu","Igbo Eze South","Public Sector Case Management","cm_public","CM AL Procurement",99129.6659804125,"USD"
"Enugu","Igbo Eze South","Public Sector Case Management","cm_public","CM IV Artesunate Distribution",6307018.21592264,"Naira"
"Enugu","Igbo Eze South","Public Sector Case Management","cm_public","CM IV Artesunate Distribution",3941.88638495165,"USD"
"Enugu","Igbo Eze South","Public Sector Case Management","cm_public","CM IV Artesunate Procurement",25228072.8636906,"Naira"
"Enugu","Igbo Eze South","Public Sector Case Management","cm_public","CM IV Artesunate Procurement",15767.5455398066,"USD"
"Enugu","Igbo Eze South","Public Sector Case Management","cm_public","CM RAS Distribution",110671.64982585,"Naira"
"Enugu","Igbo Eze South","Public Sector Case Management","cm_public","CM RAS Distribution",69.1697811411562,"USD"
"Enugu","Igbo Eze South","Public Sector Case Management","cm_public","CM RAS Prcurement",442686.5993034,"Naira"
"Enugu","Igbo Eze South","Public Sector Case Management","cm_public","CM RAS Prcurement",276.679124564625,"USD"
"Enugu","Igbo Eze South","Public Sector Case Management","cm_public","CM RDT Kits Distribution",4725023.14421802,"Naira"
"Enugu","Igbo Eze South","Public Sector Case Management","cm_public","CM RDT Kits Distribution",2953.13946513626,"USD"
"Enugu","Igbo Eze South","Public Sector Case Management","cm_public","CM RDT Kits Procurement",18900092.5768721,"Naira"
"Enugu","Igbo Eze South","Public Sector Case Management","cm_public","CM RDT Kits Procurement",11812.5578605451,"USD"
"Enugu","Isi Uzo","IPTp","iptp","IPTp SP Distribution",4481199.3999058,"Naira"
"Enugu","Isi Uzo","IPTp","iptp","IPTp SP Distribution",2800.74962494113,"USD"
"Enugu","Isi Uzo","IPTp","iptp","IPTp SP Procurement",17924797.5996232,"Naira"
"Enugu","Isi Uzo","IPTp","iptp","IPTp SP Procurement",11202.9984997645,"USD"
"Enugu","Isi Uzo","ITN Routine","itn_routine","ITN Routine Net Operational",19194900.7405328,"Naira"
"Enugu","Isi Uzo","ITN Routine","itn_routine","ITN Routine Net Operational",11996.812962833,"USD"
"Enugu","Isi Uzo","ITN Routine","itn_routine","ITN Routine Net Procurement",76779602.962131,"Naira"
"Enugu","Isi Uzo","ITN Routine","itn_routine","ITN Routine Net Procurement",47987.2518513319,"USD"
"Enugu","Isi Uzo","Malaria Vaccine","vacc","Malaria Vaccine Operational",11234497.5680975,"Naira"
"Enugu","Isi Uzo","Malaria Vaccine","vacc","Malaria Vaccine Operational",7021.56098006094,"USD"
"Enugu","Isi Uzo","Malaria Vaccine","vacc","Malaria Vaccine Procurement",191853759.058783,"Naira"
"Enugu","Isi Uzo","Malaria Vaccine","vacc","Malaria Vaccine Procurement",119908.599411739,"USD"
"Enugu","Isi Uzo","PMC","pmc","PMC Distribution",2709883.68527861,"Naira"
"Enugu","Isi Uzo","PMC","pmc","PMC Distribution",1693.67730329913,"USD"
"Enugu","Isi Uzo","PMC","pmc","PMC SP Procurement",78218186.9181777,"Naira"
"Enugu","Isi Uzo","PMC","pmc","PMC SP Procurement",48886.3668238611,"USD"
"Enugu","Isi Uzo","Private Sector Case Management","cm_private","CM Private",349334484.388354,"Naira"
"Enugu","Isi Uzo","Private Sector Case Management","cm_private","CM Private",218334.052742721,"USD"
"Enugu","Isi Uzo","Public Sector Case Management","cm_public","CM AL Distribution",39983635.0144984,"Naira"
"Enugu","Isi Uzo","Public Sector Case Management","cm_public","CM AL Distribution",24989.7718840615,"USD"
"Enugu","Isi Uzo","Public Sector Case Management","cm_public","CM AL Procurement",159934540.057994,"Naira"
"Enugu","Isi Uzo","Public Sector Case Management","cm_public","CM AL Procurement",99959.0875362463,"USD"
"Enugu","Isi Uzo","Public Sector Case Management","cm_public","CM IV Artesunate Distribution",6359789.26896296,"Naira"
"Enugu","Isi Uzo","Public Sector Case Management","cm_public","CM IV Artesunate Distribution",3974.86829310185,"USD"
"Enugu","Isi Uzo","Public Sector Case Management","cm_public","CM IV Artesunate Procurement",25439157.0758518,"Naira"
"Enugu","Isi Uzo","Public Sector Case Management","cm_public","CM IV Artesunate Procurement",15899.4731724074,"USD"
"Enugu","Isi Uzo","Public Sector Case Management","cm_public","CM RAS Distribution",111597.643584402,"Naira"
"Enugu","Isi Uzo","Public Sector Case Management","cm_public","CM RAS Distribution",69.7485272402512,"USD"
"Enugu","Isi Uzo","Public Sector Case Management","cm_public","CM RAS Prcurement",446390.574337608,"Naira"
"Enugu","Isi Uzo","Public Sector Case Management","cm_public","CM RAS Prcurement",278.994108961005,"USD"
"Enugu","Isi Uzo","Public Sector Case Management","cm_public","CM RDT Kits Distribution",4764557.586394,"Naira"
"Enugu","Isi Uzo","Public Sector Case Management","cm_public","CM RDT Kits Distribution",2977.84849149625,"USD"
"Enugu","Isi Uzo","Public Sector Case Management","cm_public","CM RDT Kits Procurement",19058230.345576,"Naira"
"Enugu","Isi Uzo","Public Sector Case Management","cm_public","CM RDT Kits Procurement",11911.393965985,"USD"
"Enugu","Nkanu East","IPTp","iptp","IPTp SP Distribution",4631802.10253862,"Naira"
"Enugu","Nkanu East","IPTp","iptp","IPTp SP Distribution",2894.87631408664,"USD"
"Enugu","Nkanu East","IPTp","iptp","IPTp SP Procurement",18527208.4101545,"Naira"
"Enugu","Nkanu East","IPTp","iptp","IPTp SP Procurement",11579.5052563466,"USD"
