"intervention","full_name","state","value","currency"
"ITN Routine Urban","ITN Routine Net Operational","Imo",52887860.762706,"Naira"
"ITN Routine Urban","ITN Routine Net Operational","Imo",33054.9129766912,"USD"
"ITN Routine Urban","ITN Routine Net Operational","Kwara",141966920.506088,"Naira"
"ITN Routine Urban","ITN Routine Net Operational","Kwara",88729.325316305,"USD"
"ITN Routine Urban","ITN Routine Net Operational","Lagos",1189835594.27093,"Naira"
"ITN Routine Urban","ITN Routine Net Operational","Lagos",743647.246419334,"USD"
"ITN Routine Urban","ITN Routine Net Operational","Ogun",63895558.238658,"Naira"
"ITN Routine Urban","ITN Routine Net Operational","Ogun",39934.7238991612,"USD"
"ITN Routine Urban","ITN Routine Net Operational","Ondo",69750516.3221293,"Naira"
"ITN Routine Urban","ITN Routine Net Operational","Ondo",43594.0727013308,"USD"
"ITN Routine Urban","ITN Routine Net Operational","Osun",135489671.835078,"Naira"
"ITN Routine Urban","ITN Routine Net Operational","Osun",84681.0448969239,"USD"
"ITN Routine Urban","ITN Routine Net Operational","Oyo",275856775.771685,"Naira"
"ITN Routine Urban","ITN Routine Net Operational","Oyo",172410.484857303,"USD"
"ITN Routine Urban","ITN Routine Net Operational","Plateau",149879318.615456,"Naira"
"ITN Routine Urban","ITN Routine Net Operational","Plateau",93674.5741346601,"USD"
"ITN Routine Urban","ITN Routine Net Procurement","Abia",265090060.984151,"Naira"
"ITN Routine Urban","ITN Routine Net Procurement","Abia",165681.288115094,"USD"
"ITN Routine Urban","ITN Routine Net Procurement","Bauchi",392962759.002948,"Naira"
"ITN Routine Urban","ITN Routine Net Procurement","Bauchi",245601.724376842,"USD"
"ITN Routine Urban","ITN Routine Net Procurement","Borno",353354612.420053,"Naira"
"ITN Routine Urban","ITN Routine Net Procurement","Borno",220846.632762533,"USD"
"ITN Routine Urban","ITN Routine Net Procurement","Edo",836541684.800624,"Naira"
"ITN Routine Urban","ITN Routine Net Procurement","Edo",522838.55300039,"USD"
"ITN Routine Urban","ITN Routine Net Procurement","Enugu",530512814.967567,"Naira"
"ITN Routine Urban","ITN Routine Net Procurement","Enugu",331570.509354729,"USD"
"ITN Routine Urban","ITN Routine Net Procurement","Federal Capital Territory",2127366151.24056,"Naira"
"ITN Routine Urban","ITN Routine Net Procurement","Federal Capital Territory",1329603.84452535,"USD"
"ITN Routine Urban","ITN Routine Net Procurement","Imo",211551443.050824,"Naira"
"ITN Routine Urban","ITN Routine Net Procurement","Imo",132219.651906765,"USD"
"ITN Routine Urban","ITN Routine Net Procurement","Kwara",567867682.024352,"Naira"
"ITN Routine Urban","ITN Routine Net Procurement","Kwara",354917.30126522,"USD"
"ITN Routine Urban","ITN Routine Net Procurement","Lagos",4759342377.08374,"Naira"
"ITN Routine Urban","ITN Routine Net Procurement","Lagos",2974588.98567734,"USD"
"ITN Routine Urban","ITN Routine Net Procurement","Ogun",255582232.954632,"Naira"
"ITN Routine Urban","ITN Routine Net Procurement","Ogun",159738.895596645,"USD"
"ITN Routine Urban","ITN Routine Net Procurement","Ondo",279002065.288517,"Naira"
"ITN Routine Urban","ITN Routine Net Procurement","Ondo",174376.290805323,"USD"
"ITN Routine Urban","ITN Routine Net Procurement","Osun",541958687.340313,"Naira"
"ITN Routine Urban","ITN Routine Net Procurement","Osun",338724.179587696,"USD"
"ITN Routine Urban","ITN Routine Net Procurement","Oyo",1103427103.08674,"Naira"
"ITN Routine Urban","ITN Routine Net Procurement","Oyo",689641.939429213,"USD"
"ITN Routine Urban","ITN Routine Net Procurement","Plateau",599517274.461825,"Naira"
"ITN Routine Urban","ITN Routine Net Procurement","Plateau",374698.29653864,"USD"
"LSM","LSM Bti Procurement","Abia",1332019320.47871,"Naira"
"LSM","LSM Bti Procurement","Abia",832512.075299194,"USD"
"LSM","LSM Bti Procurement","Adamawa",9072722740.61114,"Naira"
"LSM","LSM Bti Procurement","Adamawa",5670451.71288196,"USD"
"LSM","LSM Bti Procurement","Akwa Ibom",1520517257.528,"Naira"
"LSM","LSM Bti Procurement","Akwa Ibom",950323.285955,"USD"
"LSM","LSM Bti Procurement","Anambra",1190461547.67507,"Naira"
"LSM","LSM Bti Procurement","Anambra",744038.467296919,"USD"
"LSM","LSM Bti Procurement","Bauchi",15877326236.0751,"Naira"
"LSM","LSM Bti Procurement","Bauchi",9923328.89754694,"USD"
"LSM","LSM Bti Procurement","Bayelsa",2647572719.4681,"Naira"
"LSM","LSM Bti Procurement","Bayelsa",1654732.94966756,"USD"
"LSM","LSM Bti Procurement","Benue",8370340597.08196,"Naira"
"LSM","LSM Bti Procurement","Benue",5231462.87317622,"USD"
"LSM","LSM Bti Procurement","Borno",17480910381.1163,"Naira"
"LSM","LSM Bti Procurement","Borno",10925568.9881977,"USD"
"LSM","LSM Bti Procurement","Cross River",5173248467.91084,"Naira"
"LSM","LSM Bti Procurement","Cross River",3233280.29244428,"USD"
"LSM","LSM Bti Procurement","Delta",4435968401.22521,"Naira"
"LSM","LSM Bti Procurement","Delta",2772480.25076576,"USD"
"LSM","LSM Bti Procurement","Ebonyi",1359052922.92385,"Naira"
"LSM","LSM Bti Procurement","Ebonyi",849408.076827406,"USD"
"LSM","LSM Bti Procurement","Edo",4288512387.88809,"Naira"
"LSM","LSM Bti Procurement","Edo",2680320.24243006,"USD"
"LSM","LSM Bti Procurement","Ekiti",1561313421.21794,"Naira"
"LSM","LSM Bti Procurement","Ekiti",975820.888261213,"USD"
"LSM","LSM Bti Procurement","Enugu",3057254676.52308,"Naira"
"LSM","LSM Bti Procurement","Enugu",1910784.17282692,"USD"
"LSM","LSM Bti Procurement","Federal Capital Territory",1797734562.6018,"Naira"
"LSM","LSM Bti Procurement","Federal Capital Territory",1123584.10162612,"USD"
"LSM","LSM Bti Procurement","Gombe",4612424097.18531,"Naira"
"LSM","LSM Bti Procurement","Gombe",2882765.06074082,"USD"
"LSM","LSM Bti Procurement","Imo",1334476920.70099,"Naira"
"LSM","LSM Bti Procurement","Imo",834048.075438119,"USD"
"LSM","LSM Bti Procurement","Jigawa",5554176502.36508,"Naira"
"LSM","LSM Bti Procurement","Jigawa",3471360.31397817,"USD"
"LSM","LSM Bti Procurement","Kaduna",10680730566.0525,"Naira"
"LSM","LSM Bti Procurement","Kaduna",6675456.60378281,"USD"
"LSM","LSM Bti Procurement","Kano",5082317259.68628,"Naira"
"LSM","LSM Bti Procurement","Kano",3176448.28730393,"USD"
"LSM","LSM Bti Procurement","Katsina",6582682195.39154,"Naira"
"LSM","LSM Bti Procurement","Katsina",4114176.37211971,"USD"
"LSM","LSM Bti Procurement","Kebbi",10286285730.3757,"Naira"
"LSM","LSM Bti Procurement","Kebbi",6428928.58148481,"USD"
"LSM","LSM Bti Procurement","Kogi",7972455121.09395,"Naira"
"LSM","LSM Bti Procurement","Kogi",4982784.45068372,"USD"
"LSM","LSM Bti Procurement","Kwara",9265152838.01609,"Naira"
"LSM","LSM Bti Procurement","Kwara",5790720.52376006,"USD"
"LSM","LSM Bti Procurement","Lagos",822067274.354478,"Naira"
"LSM","LSM Bti Procurement","Lagos",513792.046471549,"USD"
"LSM","LSM Bti Procurement","Nasarawa",6664274522.77142,"Naira"
"LSM","LSM Bti Procurement","Nasarawa",4165171.57673214,"USD"
"LSM","LSM Bti Procurement","Niger",3423437109.64361,"Naira"
"LSM","LSM Bti Procurement","Niger",2139648.19352726,"USD"
"LSM","LSM Bti Procurement","Ogun",4119429492.59485,"Naira"
"LSM","LSM Bti Procurement","Ogun",2574643.43287178,"USD"
"LSM","LSM Bti Procurement","Ondo",3589570884.67011,"Naira"
"LSM","LSM Bti Procurement","Ondo",2243481.80291882,"USD"
"LSM","LSM Bti Procurement","Osun",2517811427.73143,"Naira"
"LSM","LSM Bti Procurement","Osun",1573632.14233214,"USD"
"LSM","LSM Bti Procurement","Oyo",6748570210.39581,"Naira"
"LSM","LSM Bti Procurement","Oyo",4217856.38149738,"USD"
"LSM","LSM Bti Procurement","Plateau",14261454089.9224,"Naira"
"LSM","LSM Bti Procurement","Plateau",8913408.8062015,"USD"
"LSM","LSM Bti Procurement","Rivers",2722283766.22558,"Naira"
"LSM","LSM Bti Procurement","Rivers",1701427.35389099,"USD"
"LSM","LSM Bti Procurement","Sokoto",6383125057.34196,"Naira"
"LSM","LSM Bti Procurement","Sokoto",3989453.16083873,"USD"
"LSM","LSM Bti Procurement","Taraba",13742900443.0202,"Naira"
"LSM","LSM Bti Procurement","Taraba",8589312.77688763,"USD"
"LSM","LSM Bti Procurement","Yobe",11125556206.2862,"Naira"
"LSM","LSM Bti Procurement","Yobe",6953472.62892887,"USD"
"LSM","LSM Bti Procurement","Zamfara",9771910003.85135,"Naira"
"LSM","LSM Bti Procurement","Zamfara",6107443.75240709,"USD"
"LSM","LSM Operational","Abia",608685000,"Naira"
"LSM","LSM Operational","Abia",380428.125,"USD"
"LSM","LSM Operational","Adamawa",751905000,"Naira"
"LSM","LSM Operational","Adamawa",469940.625,"USD"
"LSM","LSM Operational","Akwa Ibom",1109955000,"Naira"
"LSM","LSM Operational","Akwa Ibom",693721.875,"USD"
"LSM","LSM Operational","Anambra",751905000,"Naira"
"LSM","LSM Operational","Anambra",469940.625,"USD"
"LSM","LSM Operational","Bauchi",716100000,"Naira"
"LSM","LSM Operational","Bauchi",447562.5,"USD"
"LSM","LSM Operational","Bayelsa",286440000,"Naira"
"LSM","LSM Operational","Bayelsa",179025,"USD"
"LSM","LSM Operational","Benue",823515000,"Naira"
"LSM","LSM Operational","Benue",514696.875,"USD"
"LSM","LSM Operational","Borno",966735000,"Naira"
"LSM","LSM Operational","Borno",604209.375,"USD"
"LSM","LSM Operational","Cross River",644490000,"Naira"
"LSM","LSM Operational","Cross River",402806.25,"USD"
"LSM","LSM Operational","Delta",895125000,"Naira"
"LSM","LSM Operational","Delta",559453.125,"USD"
"LSM","LSM Operational","Ebonyi",465465000,"Naira"
"LSM","LSM Operational","Ebonyi",290915.625,"USD"
"LSM","LSM Operational","Edo",644490000,"Naira"
"LSM","LSM Operational","Edo",402806.25,"USD"
"LSM","LSM Operational","Ekiti",572880000,"Naira"
"LSM","LSM Operational","Ekiti",358050,"USD"
"LSM","LSM Operational","Enugu",608685000,"Naira"
"LSM","LSM Operational","Enugu",380428.125,"USD"
"LSM","LSM Operational","Federal Capital Territory",214830000,"Naira"
"LSM","LSM Operational","Federal Capital Territory",134268.75,"USD"
"LSM","LSM Operational","Gombe",393855000,"Naira"
"LSM","LSM Operational","Gombe",246159.375,"USD"
"LSM","LSM Operational","Imo",966735000,"Naira"
"LSM","LSM Operational","Imo",604209.375,"USD"
"LSM","LSM Operational","Jigawa",966735000,"Naira"
"LSM","LSM Operational","Jigawa",604209.375,"USD"
"LSM","LSM Operational","Kaduna",823515000,"Naira"
"LSM","LSM Operational","Kaduna",514696.875,"USD"
"LSM","LSM Operational","Kano",1575420000,"Naira"
"LSM","LSM Operational","Kano",984637.5,"USD"
"LSM","LSM Operational","Katsina",1217370000,"Naira"
"LSM","LSM Operational","Katsina",760856.25,"USD"
"LSM","LSM Operational","Kebbi",751905000,"Naira"
"LSM","LSM Operational","Kebbi",469940.625,"USD"
"LSM","LSM Operational","Kogi",751905000,"Naira"
"LSM","LSM Operational","Kogi",469940.625,"USD"
"LSM","LSM Operational","Kwara",572880000,"Naira"
"LSM","LSM Operational","Kwara",358050,"USD"
"LSM","LSM Operational","Lagos",716100000,"Naira"
"LSM","LSM Operational","Lagos",447562.5,"USD"
"LSM","LSM Operational","Nasarawa",465465000,"Naira"
"LSM","LSM Operational","Nasarawa",290915.625,"USD"
"LSM","LSM Operational","Niger",895125000,"Naira"
"LSM","LSM Operational","Niger",559453.125,"USD"
"LSM","LSM Operational","Ogun",716100000,"Naira"
"LSM","LSM Operational","Ogun",447562.5,"USD"
"LSM","LSM Operational","Ondo",644490000,"Naira"
"LSM","LSM Operational","Ondo",402806.25,"USD"
"LSM","LSM Operational","Osun",1074150000,"Naira"
"LSM","LSM Operational","Osun",671343.75,"USD"
"LSM","LSM Operational","Oyo",1181565000,"Naira"
"LSM","LSM Operational","Oyo",738478.125,"USD"
"LSM","LSM Operational","Plateau",608685000,"Naira"
"LSM","LSM Operational","Plateau",380428.125,"USD"
"LSM","LSM Operational","Rivers",823515000,"Naira"
"LSM","LSM Operational","Rivers",514696.875,"USD"
"LSM","LSM Operational","Sokoto",823515000,"Naira"
"LSM","LSM Operational","Sokoto",514696.875,"USD"
"LSM","LSM Operational","Taraba",572880000,"Naira"
"LSM","LSM Operational","Taraba",358050,"USD"
"LSM","LSM Operational","Yobe",608685000,"Naira"
"LSM","LSM Operational","Yobe",380428.125,"USD"
"LSM","LSM Operational","Zamfara",501270000,"Naira"
"LSM","LSM Operational","Zamfara",313293.75,"USD"
"Malaria Vaccine","Malaria Vaccine Operational","Abia",206175659.36231,"Naira"
"Malaria Vaccine","Malaria Vaccine Operational","Abia",128859.787101444,"USD"
"Malaria Vaccine","Malaria Vaccine Operational","Adamawa",235510469.352236,"Naira"
"Malaria Vaccine","Malaria Vaccine Operational","Adamawa",147194.043345147,"USD"
"Malaria Vaccine","Malaria Vaccine Operational","Akwa Ibom",315229459.453238,"Naira"
"Malaria Vaccine","Malaria Vaccine Operational","Akwa Ibom",197018.412158274,"USD"
"Malaria Vaccine","Malaria Vaccine Operational","Anambra",304408011.620575,"Naira"
"Malaria Vaccine","Malaria Vaccine Operational","Anambra",190255.007262859,"USD"
"Malaria Vaccine","Malaria Vaccine Operational","Bauchi",377979048.522304,"Naira"
"Malaria Vaccine","Malaria Vaccine Operational","Bauchi",236236.90532644,"USD"
"Malaria Vaccine","Malaria Vaccine Operational","Bayelsa",127920254.573447,"Naira"
"Malaria Vaccine","Malaria Vaccine Operational","Bayelsa",79950.1591084047,"USD"
"Malaria Vaccine","Malaria Vaccine Operational","Benue",323972634.297916,"Naira"
"Malaria Vaccine","Malaria Vaccine Operational","Benue",202482.896436197,"USD"
"Malaria Vaccine","Malaria Vaccine Operational","Borno",343844351.721563,"Naira"
"Malaria Vaccine","Malaria Vaccine Operational","Borno",214902.719825977,"USD"
"Malaria Vaccine","Malaria Vaccine Operational","Cross River",214325158.215884,"Naira"
"Malaria Vaccine","Malaria Vaccine Operational","Cross River",133953.223884928,"USD"
"Malaria Vaccine","Malaria Vaccine Operational","Delta",323779752.107917,"Naira"
"Malaria Vaccine","Malaria Vaccine Operational","Delta",202362.345067448,"USD"
"Malaria Vaccine","Malaria Vaccine Operational","Ebonyi",159205691.883408,"Naira"
"Malaria Vaccine","Malaria Vaccine Operational","Ebonyi",99503.5574271301,"USD"
"Malaria Vaccine","Malaria Vaccine Operational","Edo",234722576.903428,"Naira"
"Malaria Vaccine","Malaria Vaccine Operational","Edo",146701.610564642,"USD"
"Malaria Vaccine","Malaria Vaccine Operational","Ekiti",185086079.968889,"Naira"
"Malaria Vaccine","Malaria Vaccine Operational","Ekiti",115678.799980556,"USD"
"Malaria Vaccine","Malaria Vaccine Operational","Enugu",247060888.372168,"Naira"
"Malaria Vaccine","Malaria Vaccine Operational","Enugu",154413.055232605,"USD"
"Malaria Vaccine","Malaria Vaccine Operational","Federal Capital Territory",327316970.028161,"Naira"
"Malaria Vaccine","Malaria Vaccine Operational","Federal Capital Territory",204573.106267601,"USD"
"Malaria Vaccine","Malaria Vaccine Operational","Gombe",186546649.570947,"Naira"
"Malaria Vaccine","Malaria Vaccine Operational","Gombe",116591.655981842,"USD"
"Malaria Vaccine","Malaria Vaccine Operational","Imo",307520548.235319,"Naira"
"Malaria Vaccine","Malaria Vaccine Operational","Imo",192200.342647074,"USD"
"Malaria Vaccine","Malaria Vaccine Operational","Jigawa",324277349.93782,"Naira"
"Malaria Vaccine","Malaria Vaccine Operational","Jigawa",202673.343711138,"USD"
"Malaria Vaccine","Malaria Vaccine Operational","Kaduna",468208957.47694,"Naira"
"Malaria Vaccine","Malaria Vaccine Operational","Kaduna",292630.598423087,"USD"
"Malaria Vaccine","Malaria Vaccine Operational","Kano",759488518.833869,"Naira"
"Malaria Vaccine","Malaria Vaccine Operational","Kano",474680.324271168,"USD"
"Malaria Vaccine","Malaria Vaccine Operational","Katsina",441869554.008116,"Naira"
"Malaria Vaccine","Malaria Vaccine Operational","Katsina",276168.471255073,"USD"
"Malaria Vaccine","Malaria Vaccine Operational","Kebbi",254043492.232919,"Naira"
"Malaria Vaccine","Malaria Vaccine Operational","Kebbi",158777.182645574,"USD"
"Malaria Vaccine","Malaria Vaccine Operational","Kogi",251944440.430321,"Naira"
"Malaria Vaccine","Malaria Vaccine Operational","Kogi",157465.275268951,"USD"
"Malaria Vaccine","Malaria Vaccine Operational","Kwara",177514752.241,"Naira"
"Malaria Vaccine","Malaria Vaccine Operational","Kwara",110946.720150625,"USD"
"Malaria Vaccine","Malaria Vaccine Operational","Lagos",720175705.391987,"Naira"
"Malaria Vaccine","Malaria Vaccine Operational","Lagos",450109.815869992,"USD"
"Malaria Vaccine","Malaria Vaccine Operational","Nasarawa",142641259.442169,"Naira"
"Malaria Vaccine","Malaria Vaccine Operational","Nasarawa",89150.7871513556,"USD"
"Malaria Vaccine","Malaria Vaccine Operational","Niger",323030797.432783,"Naira"
"Malaria Vaccine","Malaria Vaccine Operational","Niger",201894.248395489,"USD"
"Malaria Vaccine","Malaria Vaccine Operational","Ogun",300264843.691218,"Naira"
"Malaria Vaccine","Malaria Vaccine Operational","Ogun",187665.527307011,"USD"
"Malaria Vaccine","Malaria Vaccine Operational","Ondo",262138532.897327,"Naira"
"Malaria Vaccine","Malaria Vaccine Operational","Ondo",163836.58306083,"USD"
"Malaria Vaccine","Malaria Vaccine Operational","Osun",268528196.027182,"Naira"
"Malaria Vaccine","Malaria Vaccine Operational","Osun",167830.122516989,"USD"
"Malaria Vaccine","Malaria Vaccine Operational","Oyo",450027709.890484,"Naira"
"Malaria Vaccine","Malaria Vaccine Operational","Oyo",281267.318681552,"USD"
"Malaria Vaccine","Malaria Vaccine Operational","Plateau",239756781.973094,"Naira"
"Malaria Vaccine","Malaria Vaccine Operational","Plateau",149847.988733184,"USD"
"Malaria Vaccine","Malaria Vaccine Operational","Rivers",423858269.846668,"Naira"
"Malaria Vaccine","Malaria Vaccine Operational","Rivers",264911.418654168,"USD"
"Malaria Vaccine","Malaria Vaccine Operational","Sokoto",281489598.328924,"Naira"
"Malaria Vaccine","Malaria Vaccine Operational","Sokoto",175930.998955577,"USD"
"Malaria Vaccine","Malaria Vaccine Operational","Taraba",169153279.366336,"Naira"
"Malaria Vaccine","Malaria Vaccine Operational","Taraba",105720.79960396,"USD"
"Malaria Vaccine","Malaria Vaccine Operational","Yobe",193478618.470576,"Naira"
"Malaria Vaccine","Malaria Vaccine Operational","Yobe",120924.13654411,"USD"
"Malaria Vaccine","Malaria Vaccine Operational","Zamfara",257202501.202814,"Naira"
"Malaria Vaccine","Malaria Vaccine Operational","Zamfara",160751.563251758,"USD"
"Malaria Vaccine","Malaria Vaccine Procurement","Abia",3520902918.47211,"Naira"
"Malaria Vaccine","Malaria Vaccine Procurement","Abia",2200564.32404507,"USD"
"Malaria Vaccine","Malaria Vaccine Procurement","Adamawa",4021859328.29181,"Naira"
"Malaria Vaccine","Malaria Vaccine Procurement","Adamawa",2513662.08018238,"USD"
"Malaria Vaccine","Malaria Vaccine Procurement","Akwa Ibom",5383236446.09712,"Naira"
"Malaria Vaccine","Malaria Vaccine Procurement","Akwa Ibom",3364522.7788107,"USD"
"Malaria Vaccine","Malaria Vaccine Procurement","Anambra",5198436419.87693,"Naira"
"Malaria Vaccine","Malaria Vaccine Procurement","Anambra",3249022.76242308,"USD"
"Malaria Vaccine","Malaria Vaccine Procurement","Bauchi",6454823712.84596,"Naira"
"Malaria Vaccine","Malaria Vaccine Procurement","Bauchi",4034264.82052873,"USD"
"Malaria Vaccine","Malaria Vaccine Procurement","Bayelsa",2184519739.39306,"Naira"
"Malaria Vaccine","Malaria Vaccine Procurement","Bayelsa",1365324.83712067,"USD"
"Malaria Vaccine","Malaria Vaccine Procurement","Benue",5532545389.36689,"Naira"
"Malaria Vaccine","Malaria Vaccine Procurement","Benue",3457840.86835431,"USD"
"Malaria Vaccine","Malaria Vaccine Procurement","Borno",5871898677.18165,"Naira"
"Malaria Vaccine","Malaria Vaccine Procurement","Borno",3669936.67323853,"USD"
"Malaria Vaccine","Malaria Vaccine Procurement","Cross River",3660073538.25517,"Naira"
"Malaria Vaccine","Malaria Vaccine Procurement","Cross River",2287545.96140948,"USD"
"Malaria Vaccine","Malaria Vaccine Procurement","Delta",5529251501.68011,"Naira"
"Malaria Vaccine","Malaria Vaccine Procurement","Delta",3455782.18855007,"USD"
"Malaria Vaccine","Malaria Vaccine Procurement","Ebonyi",2718787401.59438,"Naira"
"Malaria Vaccine","Malaria Vaccine Procurement","Ebonyi",1699242.12599649,"USD"
"Malaria Vaccine","Malaria Vaccine Procurement","Edo",4008404331.56218,"Naira"
"Malaria Vaccine","Malaria Vaccine Procurement","Edo",2505252.70722636,"USD"
"Malaria Vaccine","Malaria Vaccine Procurement","Ekiti",3160751958.53189,"Naira"
"Malaria Vaccine","Malaria Vaccine Procurement","Ekiti",1975469.97408243,"USD"
"Malaria Vaccine","Malaria Vaccine Procurement","Enugu",4219108141.08883,"Naira"
"Malaria Vaccine","Malaria Vaccine Procurement","Enugu",2636942.58818052,"USD"
"Malaria Vaccine","Malaria Vaccine Procurement","Federal Capital Territory",5589657278.66261,"Naira"
"Malaria Vaccine","Malaria Vaccine Procurement","Federal Capital Territory",3493535.79916413,"USD"
"Malaria Vaccine","Malaria Vaccine Procurement","Gombe",3185694397.37467,"Naira"
"Malaria Vaccine","Malaria Vaccine Procurement","Gombe",1991058.99835917,"USD"
"Malaria Vaccine","Malaria Vaccine Procurement","Imo",5251589829.37541,"Naira"
"Malaria Vaccine","Malaria Vaccine Procurement","Imo",3282243.64335963,"USD"
"Malaria Vaccine","Malaria Vaccine Procurement","Jigawa",5537749079.21643,"Naira"
"Malaria Vaccine","Malaria Vaccine Procurement","Jigawa",3461093.17451027,"USD"
"Malaria Vaccine","Malaria Vaccine Procurement","Kaduna",7995697891.46846,"Naira"
"Malaria Vaccine","Malaria Vaccine Procurement","Kaduna",4997311.18216779,"USD"
"Malaria Vaccine","Malaria Vaccine Procurement","Kano",12969937143.7881,"Naira"
"Malaria Vaccine","Malaria Vaccine Procurement","Kano",8106210.71486756,"USD"
"Malaria Vaccine","Malaria Vaccine Procurement","Katsina",7545894637.14139,"Naira"
"Malaria Vaccine","Malaria Vaccine Procurement","Katsina",4716184.14821337,"USD"
"Malaria Vaccine","Malaria Vaccine Procurement","Kebbi",4338351461.99242,"Naira"
"Malaria Vaccine","Malaria Vaccine Procurement","Kebbi",2711469.66374526,"USD"
"Malaria Vaccine","Malaria Vaccine Procurement","Kogi",4302505535.07434,"Naira"
"Malaria Vaccine","Malaria Vaccine Procurement","Kogi",2689065.95942146,"USD"
"Malaria Vaccine","Malaria Vaccine Procurement","Kwara",3031454882.55169,"Naira"
"Malaria Vaccine","Malaria Vaccine Procurement","Kwara",1894659.30159481,"USD"
"Malaria Vaccine","Malaria Vaccine Procurement","Lagos",12298584375.9154,"Naira"
"Malaria Vaccine","Malaria Vaccine Procurement","Lagos",7686615.23494711,"USD"
"Malaria Vaccine","Malaria Vaccine Procurement","Nasarawa",2435913280.05366,"Naira"
"Malaria Vaccine","Malaria Vaccine Procurement","Nasarawa",1522445.80003354,"USD"
"Malaria Vaccine","Malaria Vaccine Procurement","Niger",5516461453.08932,"Naira"
"Malaria Vaccine","Malaria Vaccine Procurement","Niger",3447788.40818083,"USD"
"Malaria Vaccine","Malaria Vaccine Procurement","Ogun",5127682713.55043,"Naira"
"Malaria Vaccine","Malaria Vaccine Procurement","Ogun",3204801.69596902,"USD"
"Malaria Vaccine","Malaria Vaccine Procurement","Ondo",4476592088.4011,"Naira"
"Malaria Vaccine","Malaria Vaccine Procurement","Ondo",2797870.05525069,"USD"
"Malaria Vaccine","Malaria Vaccine Procurement","Osun",4585709642.00341,"Naira"
"Malaria Vaccine","Malaria Vaccine Procurement","Osun",2866068.52625213,"USD"
"Malaria Vaccine","Malaria Vaccine Procurement","Oyo",7685213094.73439,"Naira"
"Malaria Vaccine","Malaria Vaccine Procurement","Oyo",4803258.18420899,"USD"
"Malaria Vaccine","Malaria Vaccine Procurement","Plateau",4094374457.11822,"Naira"
"Malaria Vaccine","Malaria Vaccine Procurement","Plateau",2558984.03569889,"USD"
"Malaria Vaccine","Malaria Vaccine Procurement","Rivers",7238312339.76635,"Naira"
"Malaria Vaccine","Malaria Vaccine Procurement","Rivers",4523945.21235397,"USD"
"Malaria Vaccine","Malaria Vaccine Procurement","Sokoto",4807054098.14746,"Naira"
"Malaria Vaccine","Malaria Vaccine Procurement","Sokoto",3004408.81134217,"USD"
"Malaria Vaccine","Malaria Vaccine Procurement","Taraba",2888664340.06873,"Naira"
"Malaria Vaccine","Malaria Vaccine Procurement","Taraba",1805415.21254296,"USD"
"Malaria Vaccine","Malaria Vaccine Procurement","Yobe",3304073014.93289,"Naira"
"Malaria Vaccine","Malaria Vaccine Procurement","Yobe",2065045.63433305,"USD"
"Malaria Vaccine","Malaria Vaccine Procurement","Zamfara",4392298489.18265,"Naira"
"Malaria Vaccine","Malaria Vaccine Procurement","Zamfara",2745186.55573916,"USD"
"PMC","PMC Distribution","Abia",49731823.9841944,"Naira"
"PMC","PMC Distribution","Abia",31082.3899901215,"USD"
"PMC","PMC Distribution","Akwa Ibom",76036793.2890288,"Naira"
"PMC","PMC Distribution","Akwa Ibom",47522.995805643,"USD"
"PMC","PMC Distribution","Bayelsa",30855764.4686887,"Naira"
"PMC","PMC Distribution","Bayelsa",19284.8527929304,"USD"
"PMC","PMC Distribution","Benue",54353481.3958419,"Naira"
"PMC","PMC Distribution","Benue",33970.9258724012,"USD"
"PMC","PMC Distribution","Cross River",51697572.2388569,"Naira"
"PMC","PMC Distribution","Cross River",32310.9826492856,"USD"
"PMC","PMC Distribution","Delta",78099217.392005,"Naira"
"PMC","PMC Distribution","Delta",48812.0108700031,"USD"
"PMC","PMC Distribution","Ebonyi",38402154.1171067,"Naira"
"PMC","PMC Distribution","Ebonyi",24001.3463231917,"USD"
"PMC","PMC Distribution","Edo",56617652.7131394,"Naira"
"PMC","PMC Distribution","Edo",35386.0329457121,"USD"
"PMC","PMC Distribution","Ekiti",44644786.7774832,"Naira"
"PMC","PMC Distribution","Ekiti",27902.991735927,"USD"
"PMC","PMC Distribution","Enugu",59593788.3836808,"Naira"
"PMC","PMC Distribution","Enugu",37246.1177398005,"USD"
"PMC","PMC Distribution","Imo",74177319.5907992,"Naira"
"PMC","PMC Distribution","Imo",46360.8247442495,"USD"
"PMC","PMC Distribution","Kogi",30126610.4371513,"Naira"
"PMC","PMC Distribution","Kogi",18829.1315232196,"USD"
"PMC","PMC Distribution","Kwara",8053799.57314133,"Naira"
"PMC","PMC Distribution","Kwara",5033.62473321333,"USD"
"PMC","PMC Distribution","Lagos",122743571.877714,"Naira"
"PMC","PMC Distribution","Lagos",76714.7324235713,"USD"
"PMC","PMC Distribution","Ogun",72427164.2990223,"Naira"
"PMC","PMC Distribution","Ogun",45266.9776868889,"USD"
"PMC","PMC Distribution","Ondo",63230681.1475535,"Naira"
"PMC","PMC Distribution","Ondo",39519.175717221,"USD"
"PMC","PMC Distribution","Osun",64771937.7783075,"Naira"
"PMC","PMC Distribution","Osun",40482.4611114422,"USD"
"PMC","PMC Distribution","Oyo",95667096.3598804,"Naira"
"PMC","PMC Distribution","Oyo",59791.9352249253,"USD"
"PMC","PMC Distribution","Rivers",102239250.430709,"Naira"
"PMC","PMC Distribution","Rivers",63899.5315191929,"USD"
