"intervention","state","total_cost","target_value","state_count","lga_count","intervention_type","title","currency","target","cost_per_target"
"iptp","Zamfara",624474202.211264,298269.501525917,1,14,"Malaria Interventions","IPTp","Naira","Population",2093.65757818522
"iptp","Zamfara",390296.37638204,298269.501525917,1,14,"Malaria Interventions","IPTp","USD","Population",1.30853598636576
"itn_campaign","Akwa Ibom",25869446416.492,7311230.12394509,1,31,"Malaria Interventions","ITN Campaign","Naira","Population",3538.31653195633
"itn_campaign","Akwa Ibom",16168404.0103075,7311230.12394509,1,31,"Malaria Interventions","ITN Campaign","USD","Population",2.21144783247271
"itn_campaign","Anambra",22417817814.9093,5537734.13852121,1,17,"Malaria Interventions","ITN Campaign","Naira","Population",4048.1932238256
"itn_campaign","Anambra",14011136.1343183,5537734.13852121,1,17,"Malaria Interventions","ITN Campaign","USD","Population",2.530120764891
"itn_campaign","Delta",22922794301.015,6478446.85397117,1,22,"Malaria Interventions","ITN Campaign","Naira","Population",3538.31633070568
"itn_campaign","Delta",14326746.4381344,6478446.85397117,1,22,"Malaria Interventions","ITN Campaign","USD","Population",2.21144770669105
"itn_campaign","Kaduna",20494221323.4407,5792947.60960487,1,15,"Malaria Interventions","ITN Campaign","Naira","Population",3537.78813560487
"itn_campaign","Kaduna",12808888.3271505,5792947.60960487,1,15,"Malaria Interventions","ITN Campaign","USD","Population",2.21111758475305
"itn_campaign","Kano",46014904929.7167,13004747.1248858,1,37,"Malaria Interventions","ITN Campaign","Naira","Population",3538.31600782631
"itn_campaign","Kano",28759315.5810729,13004747.1248858,1,37,"Malaria Interventions","ITN Campaign","USD","Population",2.21144750489144
"itn_campaign","Katsina",40507382270.9224,10248439.3423184,1,34,"Malaria Interventions","ITN Campaign","Naira","Population",3952.54154490209
"itn_campaign","Katsina",25317113.9193265,10248439.3423184,1,34,"Malaria Interventions","ITN Campaign","USD","Population",2.47033846556381
"itn_campaign","Kebbi",19852432682.3741,5892122.00035843,1,21,"Malaria Interventions","ITN Campaign","Naira","Population",3369.31799463189
"itn_campaign","Kebbi",12407770.4264838,5892122.00035843,1,21,"Malaria Interventions","ITN Campaign","USD","Population",2.10582374664493
"itn_campaign","Nasarawa",11705916371.3135,3308329.9852746,1,13,"Malaria Interventions","ITN Campaign","Naira","Population",3538.31583409655
"itn_campaign","Nasarawa",7316197.73207095,3308329.9852746,1,13,"Malaria Interventions","ITN Campaign","USD","Population",2.21144739631034
"itn_campaign","Niger",26509662369.4282,7492169.35894569,1,25,"Malaria Interventions","ITN Campaign","Naira","Population",3538.31595354628
"itn_campaign","Niger",16568538.9808926,7492169.35894569,1,25,"Malaria Interventions","ITN Campaign","USD","Population",2.21144747096643
"itn_campaign","Sokoto",21000322518.6443,5769267.44051402,1,21,"Malaria Interventions","ITN Campaign","Naira","Population",3640.03276588843
"itn_campaign","Sokoto",13125201.5741527,5769267.44051402,1,21,"Malaria Interventions","ITN Campaign","USD","Population",2.27502047868027
"itn_campaign","Taraba",13881639645.0394,3923232.78989321,1,16,"Malaria Interventions","ITN Campaign","Naira","Population",3538.31658442506
"itn_campaign","Taraba",8676024.7781496,3923232.78989321,1,16,"Malaria Interventions","ITN Campaign","USD","Population",2.21144786526566
"itn_campaign","Yobe",15877909918.8876,4487419.12051907,1,17,"Malaria Interventions","ITN Campaign","Naira","Population",3538.31667879753
"itn_campaign","Yobe",9923693.69930475,4487419.12051907,1,17,"Malaria Interventions","ITN Campaign","USD","Population",2.21144792424846
"itn_campaign_urban","Anambra",6163415707.16765,1522510.25738913,1,4,"Malaria Interventions","ITN Campaign Urban","Naira","Population",4048.19322382561
"itn_campaign_urban","Anambra",3852134.81697978,1522510.25738913,1,4,"Malaria Interventions","ITN Campaign Urban","USD","Population",2.53012076489101
"itn_campaign_urban","Delta",3648334190.66422,1031093.27987546,1,3,"Malaria Interventions","ITN Campaign Urban","Naira","Population",3538.31633070568
"itn_campaign_urban","Delta",2280208.86916514,1031093.27987546,1,3,"Malaria Interventions","ITN Campaign Urban","USD","Population",2.21144770669105
"itn_campaign_urban","Kaduna",17923817905.9505,5066390.98185735,1,8,"Malaria Interventions","ITN Campaign Urban","Naira","Population",3537.78813560487
"itn_campaign_urban","Kaduna",11202386.191219,5066390.98185735,1,8,"Malaria Interventions","ITN Campaign Urban","USD","Population",2.21111758475305
"itn_campaign_urban","Kano",16312850431.7439,4610342.9980991,1,7,"Malaria Interventions","ITN Campaign Urban","Naira","Population",3538.3160078263
"itn_campaign_urban","Kano",10195531.51984,4610342.9980991,1,7,"Malaria Interventions","ITN Campaign Urban","USD","Population",2.21144750489144
"itn_campaign_urban","Sokoto",2764320820.04679,759421.960689989,1,2,"Malaria Interventions","ITN Campaign Urban","Naira","Population",3640.03276588842
"itn_campaign_urban","Sokoto",1727700.51252924,759421.960689989,1,2,"Malaria Interventions","ITN Campaign Urban","USD","Population",2.27502047868026
"itn_routine","Abia",1433402937.42662,636980.560103165,1,15,"Malaria Interventions","ITN Routine Distribution","Naira","Population",2250.30876483023
"itn_routine","Abia",895876.835891636,636980.560103165,1,15,"Malaria Interventions","ITN Routine Distribution","USD","Population",1.40644297801889
"itn_routine","Adamawa",2896204392.16979,1234475.04072212,1,21,"Malaria Interventions","ITN Routine Distribution","Naira","Population",2346.1020244489
"itn_routine","Adamawa",1810127.74510612,1234475.04072212,1,21,"Malaria Interventions","ITN Routine Distribution","USD","Population",1.46631376528056
"itn_routine","Bauchi",4138051541.78469,1959098.10656333,1,19,"Malaria Interventions","ITN Routine Distribution","Naira","Population",2112.22272530481
"itn_routine","Bauchi",2586282.21361543,1959098.10656333,1,19,"Malaria Interventions","ITN Routine Distribution","USD","Population",1.32013920331551
"itn_routine","Bayelsa",950149035.616119,519207.575194281,1,8,"Malaria Interventions","ITN Routine Distribution","Naira","Population",1829.9984072085
"itn_routine","Bayelsa",593843.147260075,519207.575194281,1,8,"Malaria Interventions","ITN Routine Distribution","USD","Population",1.14374900450531
"itn_routine","Benue",4321426042.72758,1758279.21043023,1,23,"Malaria Interventions","ITN Routine Distribution","Naira","Population",2457.75870924971
"itn_routine","Benue",2700891.27670474,1758279.21043023,1,23,"Malaria Interventions","ITN Routine Distribution","USD","Population",1.53609919328107
"itn_routine","Borno",2969962216.173,1673124.84950053,1,26,"Malaria Interventions","ITN Routine Distribution","Naira","Population",1775.09898144159
"itn_routine","Borno",1856226.38510813,1673124.84950053,1,26,"Malaria Interventions","ITN Routine Distribution","USD","Population",1.10943686340099
"itn_routine","Cross River",2434180088.46687,889794.752957248,1,18,"Malaria Interventions","ITN Routine Distribution","Naira","Population",2735.6646916346
"itn_routine","Cross River",1521362.5552918,889794.752957248,1,18,"Malaria Interventions","ITN Routine Distribution","USD","Population",1.70979043227162
"itn_routine","Ebonyi",1421598848.94575,734810.448971562,1,13,"Malaria Interventions","ITN Routine Distribution","Naira","Population",1934.64702486936
"itn_routine","Ebonyi",888499.280591096,734810.448971562,1,13,"Malaria Interventions","ITN Routine Distribution","USD","Population",1.20915439054335
"itn_routine","Edo",1751749736.03895,603399.728222804,1,14,"Malaria Interventions","ITN Routine Distribution","Naira","Population",2903.13312072311
"itn_routine","Edo",1094843.58502434,603399.728222804,1,14,"Malaria Interventions","ITN Routine Distribution","USD","Population",1.81445820045194
"itn_routine","Ekiti",2011677053.76441,708306.713296608,1,16,"Malaria Interventions","ITN Routine Distribution","Naira","Population",2840.12139938875
"itn_routine","Ekiti",1257298.15860276,708306.713296608,1,16,"Malaria Interventions","ITN Routine Distribution","USD","Population",1.77507587461797
"itn_routine","Enugu",1447460367.96862,660202.856634549,1,13,"Malaria Interventions","ITN Routine Distribution","Naira","Population",2192.44790206936
"itn_routine","Enugu",904662.729980385,660202.856634549,1,13,"Malaria Interventions","ITN Routine Distribution","USD","Population",1.37027993879335
"itn_routine","Federal Capital Territory",173593393.807317,96298.5256943542,1,1,"Malaria Interventions","ITN Routine Distribution","Naira","Population",1802.65889384737
"itn_routine","Federal Capital Territory",108495.871129573,96298.5256943542,1,1,"Malaria Interventions","ITN Routine Distribution","USD","Population",1.12666180865461
"itn_routine","Gombe",1825488367.40516,1060027.65136956,1,11,"Malaria Interventions","ITN Routine Distribution","Naira","Population",1722.11391377066
"itn_routine","Gombe",1140930.22962822,1060027.65136956,1,11,"Malaria Interventions","ITN Routine Distribution","USD","Population",1.07632119610666
"itn_routine","Imo",2310021935.3357,1075169.22460171,1,24,"Malaria Interventions","ITN Routine Distribution","Naira","Population",2148.51939813608
"itn_routine","Imo",1443763.70958481,1075169.22460171,1,24,"Malaria Interventions","ITN Routine Distribution","USD","Population",1.34282462383505
"itn_routine","Jigawa",4457797343.68919,1887791.35587825,1,27,"Malaria Interventions","ITN Routine Distribution","Naira","Population",2361.38243233734
"itn_routine","Jigawa",2786123.33980574,1887791.35587825,1,27,"Malaria Interventions","ITN Routine Distribution","USD","Population",1.47586402021084
"itn_routine","Kogi",3443406153.09184,1390738.22916123,1,21,"Malaria Interventions","ITN Routine Distribution","Naira","Population",2475.95563341105
"itn_routine","Kogi",2152128.8456824,1390738.22916123,1,21,"Malaria Interventions","ITN Routine Distribution","USD","Population",1.5474722708819
"itn_routine","Kwara",1437417475.77691,617370.699916626,1,13,"Malaria Interventions","ITN Routine Distribution","Naira","Population",2328.28910729167
"itn_routine","Kwara",898385.922360572,617370.699916626,1,13,"Malaria Interventions","ITN Routine Distribution","USD","Population",1.45518069205729
"itn_routine","Lagos",787348047.462389,343593.986442201,1,4,"Malaria Interventions","ITN Routine Distribution","Naira","Population",2291.50706511226
"itn_routine","Lagos",492092.529663993,343593.986442201,1,4,"Malaria Interventions","ITN Routine Distribution","USD","Population",1.43219191569516
"itn_routine","Ogun",2349054705.01413,1170906.30553521,1,18,"Malaria Interventions","ITN Routine Distribution","Naira","Population",2006.18503283266
"itn_routine","Ogun",1468159.19063383,1170906.30553521,1,18,"Malaria Interventions","ITN Routine Distribution","USD","Population",1.25386564552041
"itn_routine","Ondo",2109309887.48391,923453.985320706,1,16,"Malaria Interventions","ITN Routine Distribution","Naira","Population",2284.15267139854
"itn_routine","Ondo",1318318.67967745,923453.985320706,1,16,"Malaria Interventions","ITN Routine Distribution","USD","Population",1.42759541962408
"itn_routine","Osun",1654688017.75201,746796.775615756,1,21,"Malaria Interventions","ITN Routine Distribution","Naira","Population",2215.71392884988
"itn_routine","Osun",1034180.01109501,746796.775615756,1,21,"Malaria Interventions","ITN Routine Distribution","USD","Population",1.38482120553118
"itn_routine","Oyo",3307581334.72896,1311145.78406175,1,26,"Malaria Interventions","ITN Routine Distribution","Naira","Population",2522.66481342947
"itn_routine","Oyo",2067238.3342056,1311145.78406175,1,26,"Malaria Interventions","ITN Routine Distribution","USD","Population",1.57666550839342
"itn_routine","Plateau",2121836164.32398,908176.53795062,1,14,"Malaria Interventions","ITN Routine Distribution","Naira","Population",2336.3697207066
"itn_routine","Plateau",1326147.60270248,908176.53795062,1,14,"Malaria Interventions","ITN Routine Distribution","USD","Population",1.46023107544162
"itn_routine","Rivers",3337172133.7023,1661387.81949901,1,23,"Malaria Interventions","ITN Routine Distribution","Naira","Population",2008.66534263421
"itn_routine","Rivers",2085732.58356394,1661387.81949901,1,23,"Malaria Interventions","ITN Routine Distribution","USD","Population",1.25541583914638
"itn_routine","Zamfara",3508492088.29809,1503278.28769062,1,14,"Malaria Interventions","ITN Routine Distribution","Naira","Population",2333.89394167858
"itn_routine","Zamfara",2192807.55518631,1503278.28769062,1,14,"Malaria Interventions","ITN Routine Distribution","USD","Population",1.45868371354911
"itn_routine_urban","Abia",331362576.230189,147252.048878363,1,2,"Malaria Interventions","ITN Routine Distribution Urban","Naira","Population",2250.30876483022
"itn_routine_urban","Abia",207101.610143868,147252.048878363,1,2,"Malaria Interventions","ITN Routine Distribution Urban","USD","Population",1.40644297801889
"itn_routine_urban","Bauchi",491203448.753685,232552.866167463,1,1,"Malaria Interventions","ITN Routine Distribution Urban","Naira","Population",2112.22272530482
"itn_routine_urban","Bauchi",307002.155471053,232552.866167463,1,1,"Malaria Interventions","ITN Routine Distribution Urban","USD","Population",1.32013920331551
"itn_routine_urban","Borno",441693265.525066,248827.400693092,1,1,"Malaria Interventions","ITN Routine Distribution Urban","Naira","Population",1775.09898144159
"itn_routine_urban","Borno",276058.290953166,248827.400693092,1,1,"Malaria Interventions","ITN Routine Distribution Urban","USD","Population",1.10943686340099
"itn_routine_urban","Edo",1045677106.00078,360189.168914279,1,4,"Malaria Interventions","ITN Routine Distribution Urban","Naira","Population",2903.13312072312
"itn_routine_urban","Edo",653548.191250487,360189.168914279,1,4,"Malaria Interventions","ITN Routine Distribution Urban","USD","Population",1.81445820045195
"itn_routine_urban","Enugu",663141018.709457,302466.032640295,1,4,"Malaria Interventions","ITN Routine Distribution Urban","Naira","Population",2192.44790206936
"itn_routine_urban","Enugu",414463.136693411,302466.032640295,1,4,"Malaria Interventions","ITN Routine Distribution Urban","USD","Population",1.37027993879335
"itn_routine_urban","Federal Capital Territory",2659207689.0507,1475158.55502492,1,5,"Malaria Interventions","ITN Routine Distribution Urban","Naira","Population",1802.65889384736
"itn_routine_urban","Federal Capital Territory",1662004.80565669,1475158.55502492,1,5,"Malaria Interventions","ITN Routine Distribution Urban","USD","Population",1.1266618086546
"itn_routine_urban","Imo",264439303.81353,123079.784172738,1,3,"Malaria Interventions","ITN Routine Distribution Urban","Naira","Population",2148.51939813608
"itn_routine_urban","Imo",165274.564883456,123079.784172738,1,3,"Malaria Interventions","ITN Routine Distribution Urban","USD","Population",1.34282462383505
"itn_routine_urban","Kwara",709834602.53044,304873.909476018,1,3,"Malaria Interventions","ITN Routine Distribution Urban","Naira","Population",2328.28910729167
"itn_routine_urban","Kwara",443646.626581525,304873.909476018,1,3,"Malaria Interventions","ITN Routine Distribution Urban","USD","Population",1.45518069205729
"itn_routine_urban","Lagos",5949177971.35467,2596185.74253152,1,16,"Malaria Interventions","ITN Routine Distribution Urban","Naira","Population",2291.50706511226
"itn_routine_urban","Lagos",3718236.23209667,2596185.74253152,1,16,"Malaria Interventions","ITN Routine Distribution Urban","USD","Population",1.43219191569516
"itn_routine_urban","Ogun",319477791.19329,159246.423417983,1,2,"Malaria Interventions","ITN Routine Distribution Urban","Naira","Population",2006.18503283266
"itn_routine_urban","Ogun",199673.619495806,159246.423417983,1,2,"Malaria Interventions","ITN Routine Distribution Urban","USD","Population",1.25386564552041
"itn_routine_urban","Ondo",348752581.610646,152683.568825158,1,2,"Malaria Interventions","ITN Routine Distribution Urban","Naira","Population",2284.15267139854
"itn_routine_urban","Ondo",217970.363506654,152683.568825158,1,2,"Malaria Interventions","ITN Routine Distribution Urban","USD","Population",1.42759541962408
"itn_routine_urban","Osun",677448359.175391,305747.213281742,1,9,"Malaria Interventions","ITN Routine Distribution Urban","Naira","Population",2215.71392884988
"itn_routine_urban","Osun",423405.224484619,305747.213281742,1,9,"Malaria Interventions","ITN Routine Distribution Urban","USD","Population",1.38482120553118
"itn_routine_urban","Oyo",1379283878.85842,546756.696139643,1,7,"Malaria Interventions","ITN Routine Distribution Urban","Naira","Population",2522.66481342947
"itn_routine_urban","Oyo",862052.424286515,546756.696139643,1,7,"Malaria Interventions","ITN Routine Distribution Urban","USD","Population",1.57666550839342
"itn_routine_urban","Plateau",749396593.077281,320752.570295525,1,3,"Malaria Interventions","ITN Routine Distribution Urban","Naira","Population",2336.3697207066
"itn_routine_urban","Plateau",468372.8706733,320752.570295525,1,3,"Malaria Interventions","ITN Routine Distribution Urban","USD","Population",1.46023107544163
"lsm","Abia",1940704320.47871,1084,1,1,"Malaria Interventions","LSM","Naira","Area (Hectares)",1790317.638818
"lsm","Abia",1212940.20029919,1084,1,1,"Malaria Interventions","LSM","USD","Area (Hectares)",1118.94852426125
"lsm","Adamawa",9824627740.61114,7383.4,1,1,"Malaria Interventions","LSM","Naira","Area (Hectares)",1330637.3406034
"lsm","Adamawa",6140392.33788196,7383.4,1,1,"Malaria Interventions","LSM","USD","Area (Hectares)",831.648337877125
"lsm","Akwa Ibom",2630472257.528,1237.4,1,1,"Malaria Interventions","LSM","Naira","Area (Hectares)",2125805.92979473
"lsm","Akwa Ibom",1644045.160955,1237.4,1,1,"Malaria Interventions","LSM","USD","Area (Hectares)",1328.62870612171
"lsm","Anambra",1942366547.67507,968.8,1,1,"Malaria Interventions","LSM","Naira","Area (Hectares)",2004920.05333925
"lsm","Anambra",1213979.09229692,968.8,1,1,"Malaria Interventions","LSM","USD","Area (Hectares)",1253.07503333703
"lsm","Bauchi",16593426236.0751,12921,1,1,"Malaria Interventions","LSM","Naira","Area (Hectares)",1284221.51815456
"lsm","Bauchi",10370891.3975469,12921,1,1,"Malaria Interventions","LSM","USD","Area (Hectares)",802.638448846601
"lsm","Bayelsa",2934012719.4681,2154.6,1,1,"Malaria Interventions","LSM","Naira","Area (Hectares)",1361743.58092829
"lsm","Bayelsa",1833757.94966756,2154.6,1,1,"Malaria Interventions","LSM","USD","Area (Hectares)",851.089738080183
"lsm","Benue",9193855597.08196,6811.8,1,1,"Malaria Interventions","LSM","Naira","Area (Hectares)",1349695.46919786
"lsm","Benue",5746159.74817623,6811.8,1,1,"Malaria Interventions","LSM","USD","Area (Hectares)",843.559668248661
"lsm","Borno",18447645381.1163,14226,1,1,"Malaria Interventions","LSM","Naira","Area (Hectares)",1296755.61514947
"lsm","Borno",11529778.3631977,14226,1,1,"Malaria Interventions","LSM","USD","Area (Hectares)",810.472259468416
"lsm","Cross River",5817738467.91084,4210,1,1,"Malaria Interventions","LSM","Naira","Area (Hectares)",1381885.62183155
"lsm","Cross River",3636086.54244428,4210,1,1,"Malaria Interventions","LSM","USD","Area (Hectares)",863.678513644721
"lsm","Delta",5331093401.22521,3610,1,1,"Malaria Interventions","LSM","Naira","Area (Hectares)",1476757.17485463
"lsm","Delta",3331933.37576576,3610,1,1,"Malaria Interventions","LSM","USD","Area (Hectares)",922.973234284143
"lsm","Ebonyi",1824517922.92385,1106,1,1,"Malaria Interventions","LSM","Naira","Area (Hectares)",1649654.54152247
"lsm","Ebonyi",1140323.70182741,1106,1,1,"Malaria Interventions","LSM","USD","Area (Hectares)",1031.03408845154
"lsm","Edo",4933002387.88809,3490,1,1,"Malaria Interventions","LSM","Naira","Area (Hectares)",1413467.73291922
"lsm","Edo",3083126.49243006,3490,1,1,"Malaria Interventions","LSM","USD","Area (Hectares)",883.417333074515
"lsm","Ekiti",2134193421.21794,1270.6,1,1,"Malaria Interventions","LSM","Naira","Area (Hectares)",1679673.71416491
"lsm","Ekiti",1333870.88826121,1270.6,1,1,"Malaria Interventions","LSM","USD","Area (Hectares)",1049.79607135307
"lsm","Enugu",3665939676.52308,2488,1,1,"Malaria Interventions","LSM","Naira","Area (Hectares)",1473448.42303982
"lsm","Enugu",2291212.29782692,2488,1,1,"Malaria Interventions","LSM","USD","Area (Hectares)",920.905264399889
"lsm","Federal Capital Territory",2012564562.6018,1463,1,1,"Malaria Interventions","LSM","Naira","Area (Hectares)",1375642.21640588
"lsm","Federal Capital Territory",1257852.85162612,1463,1,1,"Malaria Interventions","LSM","USD","Area (Hectares)",859.776385253674
"lsm","Gombe",5006279097.18531,3753.6,1,1,"Malaria Interventions","LSM","Naira","Area (Hectares)",1333727.38096369
"lsm","Gombe",3128924.43574082,3753.6,1,1,"Malaria Interventions","LSM","USD","Area (Hectares)",833.579613102307
"lsm","Imo",2301211920.70099,1086,1,1,"Malaria Interventions","LSM","Naira","Area (Hectares)",2118979.66915377
"lsm","Imo",1438257.45043812,1086,1,1,"Malaria Interventions","LSM","USD","Area (Hectares)",1324.3622932211
"lsm","Jigawa",6520911502.36508,4520,1,1,"Malaria Interventions","LSM","Naira","Area (Hectares)",1442679.53592148
"lsm","Jigawa",4075569.68897817,4520,1,1,"Malaria Interventions","LSM","USD","Area (Hectares)",901.674709950924
"lsm","Kaduna",11504245566.0525,8692,1,1,"Malaria Interventions","LSM","Naira","Area (Hectares)",1323544.12863006
"lsm","Kaduna",7190153.47878281,8692,1,1,"Malaria Interventions","LSM","USD","Area (Hectares)",827.215080393789
"lsm","Kano",6657737259.68628,4136,1,1,"Malaria Interventions","LSM","Naira","Area (Hectares)",1609704.36646187
"lsm","Kano",4161085.78730393,4136,1,1,"Malaria Interventions","LSM","USD","Area (Hectares)",1006.06522903867
"lsm","Katsina",7800052195.39154,5357,1,1,"Malaria Interventions","LSM","Naira","Area (Hectares)",1456048.57110165
"lsm","Katsina",4875032.62211971,5357,1,1,"Malaria Interventions","LSM","USD","Area (Hectares)",910.030356938531
"lsm","Kebbi",11038190730.3757,8371,1,1,"Malaria Interventions","LSM","Naira","Area (Hectares)",1318622.7129824
"lsm","Kebbi",6898869.20648481,8371,1,1,"Malaria Interventions","LSM","USD","Area (Hectares)",824.139195614002
"lsm","Kogi",8724360121.09395,6488,1,1,"Malaria Interventions","LSM","Naira","Area (Hectares)",1344691.75725862
"lsm","Kogi",5452725.07568372,6488,1,1,"Malaria Interventions","LSM","USD","Area (Hectares)",840.43234828664
"lsm","Kwara",9838032838.01609,7540,1,1,"Malaria Interventions","LSM","Naira","Area (Hectares)",1304778.89098357
"lsm","Kwara",6148770.52376006,7540,1,1,"Malaria Interventions","LSM","USD","Area (Hectares)",815.486806864729
"lsm","Lagos",1538167274.35448,669,1,1,"Malaria Interventions","LSM","Naira","Area (Hectares)",2299203.69858667
"lsm","Lagos",961354.54647155,669,1,1,"Malaria Interventions","LSM","USD","Area (Hectares)",1437.00231161667
"lsm","Nasarawa",7129739522.77142,5423.4,1,1,"Malaria Interventions","LSM","Naira","Area (Hectares)",1314625.42367729
"lsm","Nasarawa",4456087.20173214,5423.4,1,1,"Malaria Interventions","LSM","USD","Area (Hectares)",821.640889798307
"lsm","Niger",4318562109.64361,2786,1,1,"Malaria Interventions","LSM","Naira","Area (Hectares)",1550094.08099196
"lsm","Niger",2699101.31852726,2786,1,1,"Malaria Interventions","LSM","USD","Area (Hectares)",968.808800619977
"lsm","Ogun",4835529492.59485,3352.4,1,1,"Malaria Interventions","LSM","Naira","Area (Hectares)",1442408.27245998
"lsm","Ogun",3022205.93287178,3352.4,1,1,"Malaria Interventions","LSM","USD","Area (Hectares)",901.50517028749
"lsm","Ondo",4234060884.67011,2921.2,1,1,"Malaria Interventions","LSM","Naira","Area (Hectares)",1449425.19672399
"lsm","Ondo",2646288.05291882,2921.2,1,1,"Malaria Interventions","LSM","USD","Area (Hectares)",905.890747952492
"lsm","Osun",3591961427.73143,2049,1,1,"Malaria Interventions","LSM","Naira","Area (Hectares)",1753031.44349997
"lsm","Osun",2244975.89233214,2049,1,1,"Malaria Interventions","LSM","USD","Area (Hectares)",1095.64465218748
"lsm","Oyo",7930135210.39581,5492,1,1,"Malaria Interventions","LSM","Naira","Area (Hectares)",1443943.04632116
"lsm","Oyo",4956334.50649738,5492,1,1,"Malaria Interventions","LSM","USD","Area (Hectares)",902.464403950725
"lsm","Plateau",14870139089.9224,11606,1,1,"Malaria Interventions","LSM","Naira","Area (Hectares)",1281245.82887493
"lsm","Plateau",9293836.9312015,11606,1,1,"Malaria Interventions","LSM","USD","Area (Hectares)",800.778643046829
"lsm","Rivers",3545798766.22558,2215.4,1,1,"Malaria Interventions","LSM","Naira","Area (Hectares)",1600523.05056675
"lsm","Rivers",2216124.22889099,2215.4,1,1,"Malaria Interventions","LSM","USD","Area (Hectares)",1000.32690660422
"lsm","Sokoto",7206640057.34196,5194.6,1,1,"Malaria Interventions","LSM","Naira","Area (Hectares)",1387333.01069225
"lsm","Sokoto",4504150.03583873,5194.6,1,1,"Malaria Interventions","LSM","USD","Area (Hectares)",867.083131682656
"lsm","Taraba",14315780443.0202,11184,1,1,"Malaria Interventions","LSM","Naira","Area (Hectares)",1280023.28710839
"lsm","Taraba",8947362.77688763,11184,1,1,"Malaria Interventions","LSM","USD","Area (Hectares)",800.014554442742
"lsm","Yobe",11734241206.2862,9054,1,1,"Malaria Interventions","LSM","Naira","Area (Hectares)",1296028.40802808
"lsm","Yobe",7333900.75392887,9054,1,1,"Malaria Interventions","LSM","USD","Area (Hectares)",810.017755017547
"lsm","Zamfara",10273180003.8513,7952.4,1,1,"Malaria Interventions","LSM","Naira","Area (Hectares)",1291833.91225936
"lsm","Zamfara",6420737.50240706,7952.4,1,1,"Malaria Interventions","LSM","USD","Area (Hectares)",807.396195162097
"pmc","Abia",1485193104.22644,382552.492186111,1,17,"Malaria Interventions","PMC","Naira","Population",3882.325
"pmc","Abia",928245.690141526,382552.492186111,1,17,"Malaria Interventions","PMC","USD","Population",2.426453125
"pmc","Akwa Ibom",2270765719.27561,584898.409915606,1,31,"Malaria Interventions","PMC","Naira","Population",3882.325
"pmc","Akwa Ibom",1419228.57454725,584898.409915606,1,31,"Malaria Interventions","PMC","USD","Population",2.426453125
"pmc","Bayelsa",921477736.853091,237352.034374528,1,8,"Malaria Interventions","PMC","Naira","Population",3882.325
"pmc","Bayelsa",575923.585533182,237352.034374528,1,8,"Malaria Interventions","PMC","USD","Population",2.426453125
"pmc","Benue",1623214458.92393,418103.703044937,1,15,"Malaria Interventions","PMC","Naira","Population",3882.325
"pmc","Benue",1014509.03682746,418103.703044937,1,15,"Malaria Interventions","PMC","USD","Population",2.426453125
"pmc","Cross River",1543898285.70938,397673.632606592,1,18,"Malaria Interventions","PMC","Naira","Population",3882.325
"pmc","Cross River",964936.428568366,397673.632606592,1,18,"Malaria Interventions","PMC","USD","Population",2.426453125
"pmc","Delta",2332358032.01089,600763.210707731,1,25,"Malaria Interventions","PMC","Naira","Population",3882.325
"pmc","Delta",1457723.77000681,600763.210707731,1,25,"Malaria Interventions","PMC","USD","Population",2.426453125
"pmc","Ebonyi",1146843407.5592,295401.185516206,1,13,"Malaria Interventions","PMC","Naira","Population",3882.325
"pmc","Ebonyi",716777.129724502,295401.185516206,1,13,"Malaria Interventions","PMC","USD","Population",2.426453125
"pmc","Edo",1690831758.22722,435520.405485688,1,18,"Malaria Interventions","PMC","Naira","Population",3882.325
"pmc","Edo",1056769.84889201,435520.405485688,1,18,"Malaria Interventions","PMC","USD","Population",2.426453125
"pmc","Ekiti",1333273629.42994,343421.43674987,1,16,"Malaria Interventions","PMC","Naira","Population",3882.325
"pmc","Ekiti",833296.018393713,343421.43674987,1,16,"Malaria Interventions","PMC","USD","Population",2.426453125
"pmc","Enugu",1779711188.35903,458413.756797545,1,17,"Malaria Interventions","PMC","Naira","Population",3882.325
"pmc","Enugu",1112319.49272439,458413.756797545,1,17,"Malaria Interventions","PMC","USD","Population",2.426453125
"pmc","Imo",2215234325.23346,570594.766083071,1,27,"Malaria Interventions","PMC","Naira","Population",3882.325
"pmc","Imo",1384521.45327091,570594.766083071,1,27,"Malaria Interventions","PMC","USD","Population",2.426453125
"pmc","Kogi",899702252.810873,231743.157208856,1,11,"Malaria Interventions","PMC","Naira","Population",3882.325
"pmc","Kogi",562313.908006796,231743.157208856,1,11,"Malaria Interventions","PMC","USD","Population",2.426453125
"pmc","Kwara",240518980.213815,61952.3044087795,1,5,"Malaria Interventions","PMC","Naira","Population",3882.325
"pmc","Kwara",150324.362633634,61952.3044087795,1,5,"Malaria Interventions","PMC","USD","Population",2.426453125
"pmc","Lagos",3665618751.46267,944181.322136262,1,15,"Malaria Interventions","PMC","Naira","Population",3882.325
"pmc","Lagos",2291011.71966417,944181.322136262,1,15,"Malaria Interventions","PMC","USD","Population",2.426453125
"pmc","Ogun",2162967620.28617,557132.033069402,1,20,"Malaria Interventions","PMC","Naira","Population",3882.325
"pmc","Ogun",1351854.76267885,557132.033069402,1,20,"Malaria Interventions","PMC","USD","Population",2.426453125
"pmc","Ondo",1888323493.73982,486389.854981181,1,18,"Malaria Interventions","PMC","Naira","Population",3882.325
