"","state","lga","code_case_management","code_smc","code_pmc","code_pmc_new","code_iptp","code_vaccine_all","code_vaccine_limited","code_irs","code_lsm","code_itn_type","code_itn_urban","itn_combined","intervention_summary_1","intervention_summary_2","intervention_summary_3","intervention_summary_4"
"164","Borno","Askira/Uba","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM"
"165","Borno","Bama","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM"
"166","Borno","Bayo","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM"
"167","Borno","Biu","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM"
"168","Borno","Chibok","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM"
"169","Borno","Damboa","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM"
"170","Borno","Dikwa","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM"
"171","Borno","Gubio","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM"
"172","Borno","Guzamala","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM"
"173","Borno","Gwoza","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM"
"174","Borno","Hawul","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM"
"175","Borno","Jere","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM"
"176","Borno","Kaga","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM"
"177","Borno","Kala/Balge","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM"
"178","Borno","Konduga","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM"
"179","Borno","Kukawa","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM"
"180","Borno","Kwaya Kusar","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM"
"181","Borno","Mafa","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM"
"182","Borno","Magumeri","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM"
"183","Borno","Maiduguri","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine","Urban","LLIN Routine-Urban","CM + IPTp + LLIN Routine-Urban + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine-Urban + SMC + LSM","CM + IPTp + LLIN Routine-Urban + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine-Urban + SMC + LSM"
"184","Borno","Marte","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM"
"185","Borno","Mobbar","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM"
"186","Borno","Monguno","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM"
"187","Borno","Ngala","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM"
"188","Borno","Nganzai","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM"
"189","Borno","Shani","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM"
"190","Gombe","Akko","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM"
"191","Gombe","Balanga","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM"
"192","Gombe","Billiri","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM"
"193","Gombe","Dukku","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM"
"194","Gombe","Funakaye","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM"
"195","Gombe","Gombe","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM"
"196","Gombe","Kaltungo","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM"
"197","Gombe","Kwami","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM"
"198","Gombe","Nafada (Bajoga)","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM"
"199","Gombe","Shomgom","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM"
"200","Gombe","Yamaltu/Deba","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM"
"201","Taraba","Ardo-Kola","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Campaign",NA,"LLIN Campaign","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM"
"202","Taraba","Bali","CM",NA,"PMC",NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Campaign",NA,"LLIN Campaign","CM + IPTp + LLIN Campaign + PMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + PMC + LSM","CM + IPTp + LLIN Campaign + Vaccine + LSM","CM + IPTp + LLIN Campaign + LSM"
"203","Taraba","Donga","CM",NA,"PMC",NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Campaign",NA,"LLIN Campaign","CM + IPTp + LLIN Campaign + PMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + PMC + LSM","CM + IPTp + LLIN Campaign + Vaccine + LSM","CM + IPTp + LLIN Campaign + LSM"
"204","Taraba","Gashaka","CM",NA,"PMC",NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Campaign",NA,"LLIN Campaign","CM + IPTp + LLIN Campaign + PMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + PMC + LSM","CM + IPTp + LLIN Campaign + Vaccine + LSM","CM + IPTp + LLIN Campaign + LSM"
"205","Taraba","Gassol","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Campaign",NA,"LLIN Campaign","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM"
"206","Taraba","Ibi","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Campaign",NA,"LLIN Campaign","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM"
"207","Taraba","Jalingo","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Campaign",NA,"LLIN Campaign","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM"
"208","Taraba","Karin-Lamido","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Campaign",NA,"LLIN Campaign","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM"
"209","Taraba","Kurmi","CM",NA,"PMC",NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Campaign",NA,"LLIN Campaign","CM + IPTp + LLIN Campaign + PMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + PMC + LSM","CM + IPTp + LLIN Campaign + Vaccine + LSM","CM + IPTp + LLIN Campaign + LSM"
"210","Taraba","Lau","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Campaign",NA,"LLIN Campaign","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM"
"211","Taraba","Sardauna","CM",NA,"PMC",NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Campaign",NA,"LLIN Campaign","CM + IPTp + LLIN Campaign + PMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + PMC + LSM","CM + IPTp + LLIN Campaign + Vaccine + LSM","CM + IPTp + LLIN Campaign + LSM"
"212","Taraba","Takum","CM",NA,"PMC",NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Campaign",NA,"LLIN Campaign","CM + IPTp + LLIN Campaign + PMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + PMC + LSM","CM + IPTp + LLIN Campaign + Vaccine + LSM","CM + IPTp + LLIN Campaign + LSM"
"213","Taraba","Ussa","CM",NA,"PMC",NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Campaign",NA,"LLIN Campaign","CM + IPTp + LLIN Campaign + PMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + PMC + LSM","CM + IPTp + LLIN Campaign + Vaccine + LSM","CM + IPTp + LLIN Campaign + LSM"
"214","Taraba","Wukari","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Campaign",NA,"LLIN Campaign","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM"
"215","Taraba","Yorro","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Campaign",NA,"LLIN Campaign","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM"
"216","Taraba","Zing","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Campaign",NA,"LLIN Campaign","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM"
"217","Yobe","Bade","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Campaign",NA,"LLIN Campaign","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM"
"218","Yobe","Bursari","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Campaign",NA,"LLIN Campaign","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM"
"219","Yobe","Damaturu","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Campaign",NA,"LLIN Campaign","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM"
"220","Yobe","Fika","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Campaign",NA,"LLIN Campaign","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM"
"221","Yobe","Fune","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Campaign",NA,"LLIN Campaign","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM"
"222","Yobe","Geidam","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Campaign",NA,"LLIN Campaign","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM"
"223","Yobe","Gujba","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Campaign",NA,"LLIN Campaign","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM"
"224","Yobe","Gulani","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Campaign",NA,"LLIN Campaign","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM"
"225","Yobe","Jakusko","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Campaign",NA,"LLIN Campaign","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM"
"226","Yobe","Karasuwa","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Campaign",NA,"LLIN Campaign","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM"
"227","Yobe","Machina","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Campaign",NA,"LLIN Campaign","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM"
"228","Yobe","Nangere","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Campaign",NA,"LLIN Campaign","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM"
"229","Yobe","Nguru","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Campaign",NA,"LLIN Campaign","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM"
"230","Yobe","Potiskum","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Campaign",NA,"LLIN Campaign","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM"
"231","Yobe","Tarmua","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Campaign",NA,"LLIN Campaign","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM"
"232","Yobe","Yunusari","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Campaign",NA,"LLIN Campaign","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM"
"233","Yobe","Yusufari","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Campaign",NA,"LLIN Campaign","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM"
"234","Jigawa","Auyo","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM"
"235","Jigawa","Babura","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM"
"236","Jigawa","Birnin Kudu","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM"
"237","Jigawa","Biriniwa","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM"
"238","Jigawa","Buji","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM"
"239","Jigawa","Dutse","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM"
